,NDC,Manufacturer,Product,Product Launch Date,Estimated LOE Date,Major Class,Acute/Chronic,Prod Form,Pack Size,Pack Quantity,Date,Year,Month,TRx,Previous_TRx,TRx_cumulative,WAC,Pct_change,Changed
3202,2448354,Eli Lilly and Co,VERZENIO 10/2017 LLY,10/1/2017 0:00,Dec-29,ONCOLOGICS,ACUTE,ORALS,1,14.0,2020_06,2020,6,283,242.0,1416.0,221.02,0.0,0
3203,2448354,Eli Lilly and Co,VERZENIO 10/2017 LLY,10/1/2017 0:00,Dec-29,ONCOLOGICS,ACUTE,ORALS,1,14.0,2020_07,2020,7,299,283.0,1715.0,221.02,0.0,0
6323,2892601,Eli Lilly and Co,LARTRUVO 11/2016 LLY,11/1/2016 0:00,Dec-27,ONCOLOGICS,ACUTE,INJECTABLES,1,50.0,2017_04,2017,4,1,,1.0,47.2,,0
6324,2892601,Eli Lilly and Co,LARTRUVO 11/2016 LLY,11/1/2016 0:00,Dec-27,ONCOLOGICS,ACUTE,INJECTABLES,1,50.0,2017_05,2017,5,0,1.0,1.0,47.2,0.0,0
6325,2892601,Eli Lilly and Co,LARTRUVO 11/2016 LLY,11/1/2016 0:00,Dec-27,ONCOLOGICS,ACUTE,INJECTABLES,1,50.0,2017_06,2017,6,0,0.0,1.0,47.2,0.0,0
6326,2892601,Eli Lilly and Co,LARTRUVO 11/2016 LLY,11/1/2016 0:00,Dec-27,ONCOLOGICS,ACUTE,INJECTABLES,1,50.0,2017_07,2017,7,0,0.0,1.0,47.2,0.0,0
6327,2892601,Eli Lilly and Co,LARTRUVO 11/2016 LLY,11/1/2016 0:00,Dec-27,ONCOLOGICS,ACUTE,INJECTABLES,1,50.0,2017_08,2017,8,0,0.0,1.0,47.2,0.0,0
6328,2892601,Eli Lilly and Co,LARTRUVO 11/2016 LLY,11/1/2016 0:00,Dec-27,ONCOLOGICS,ACUTE,INJECTABLES,1,50.0,2017_09,2017,9,0,0.0,1.0,47.2,0.0,0
6329,2892601,Eli Lilly and Co,LARTRUVO 11/2016 LLY,11/1/2016 0:00,Dec-27,ONCOLOGICS,ACUTE,INJECTABLES,1,50.0,2017_10,2017,10,0,0.0,1.0,47.2,0.0,0
6330,2892601,Eli Lilly and Co,LARTRUVO 11/2016 LLY,11/1/2016 0:00,Dec-27,ONCOLOGICS,ACUTE,INJECTABLES,1,50.0,2017_11,2017,11,0,0.0,1.0,47.2,0.0,0
6331,2892601,Eli Lilly and Co,LARTRUVO 11/2016 LLY,11/1/2016 0:00,Dec-27,ONCOLOGICS,ACUTE,INJECTABLES,1,50.0,2017_12,2017,12,1,0.0,2.0,47.2,0.0,0
6332,2892601,Eli Lilly and Co,LARTRUVO 11/2016 LLY,11/1/2016 0:00,Dec-27,ONCOLOGICS,ACUTE,INJECTABLES,1,50.0,2018_01,2018,1,0,1.0,0.0,48.15,0.020127118644067687,1
6333,2892601,Eli Lilly and Co,LARTRUVO 11/2016 LLY,11/1/2016 0:00,Dec-27,ONCOLOGICS,ACUTE,INJECTABLES,1,50.0,2018_02,2018,2,6,0.0,6.0,48.15,0.0,0
6334,2892601,Eli Lilly and Co,LARTRUVO 11/2016 LLY,11/1/2016 0:00,Dec-27,ONCOLOGICS,ACUTE,INJECTABLES,1,50.0,2018_03,2018,3,3,6.0,9.0,48.15,0.0,0
6335,2892601,Eli Lilly and Co,LARTRUVO 11/2016 LLY,11/1/2016 0:00,Dec-27,ONCOLOGICS,ACUTE,INJECTABLES,1,50.0,2018_04,2018,4,7,3.0,16.0,48.15,0.0,0
6336,2892601,Eli Lilly and Co,LARTRUVO 11/2016 LLY,11/1/2016 0:00,Dec-27,ONCOLOGICS,ACUTE,INJECTABLES,1,50.0,2018_05,2018,5,3,7.0,19.0,48.15,0.0,0
6337,2892601,Eli Lilly and Co,LARTRUVO 11/2016 LLY,11/1/2016 0:00,Dec-27,ONCOLOGICS,ACUTE,INJECTABLES,1,50.0,2018_06,2018,6,0,3.0,19.0,48.15,0.0,0
6338,2892601,Eli Lilly and Co,LARTRUVO 11/2016 LLY,11/1/2016 0:00,Dec-27,ONCOLOGICS,ACUTE,INJECTABLES,1,50.0,2018_07,2018,7,1,0.0,20.0,48.15,0.0,0
6339,2892601,Eli Lilly and Co,LARTRUVO 11/2016 LLY,11/1/2016 0:00,Dec-27,ONCOLOGICS,ACUTE,INJECTABLES,1,50.0,2018_08,2018,8,4,1.0,24.0,48.15,0.0,0
6340,2892601,Eli Lilly and Co,LARTRUVO 11/2016 LLY,11/1/2016 0:00,Dec-27,ONCOLOGICS,ACUTE,INJECTABLES,1,50.0,2018_09,2018,9,0,4.0,24.0,48.15,0.0,0
6341,2892601,Eli Lilly and Co,LARTRUVO 11/2016 LLY,11/1/2016 0:00,Dec-27,ONCOLOGICS,ACUTE,INJECTABLES,1,50.0,2018_10,2018,10,0,0.0,24.0,48.15,0.0,0
6342,2892601,Eli Lilly and Co,LARTRUVO 11/2016 LLY,11/1/2016 0:00,Dec-27,ONCOLOGICS,ACUTE,INJECTABLES,1,50.0,2018_11,2018,11,0,0.0,24.0,48.15,0.0,0
6343,2892601,Eli Lilly and Co,LARTRUVO 11/2016 LLY,11/1/2016 0:00,Dec-27,ONCOLOGICS,ACUTE,INJECTABLES,1,50.0,2018_12,2018,12,0,0.0,24.0,48.15,0.0,0
6344,2892601,Eli Lilly and Co,LARTRUVO 11/2016 LLY,11/1/2016 0:00,Dec-27,ONCOLOGICS,ACUTE,INJECTABLES,1,50.0,2019_01,2019,1,0,0.0,0.0,49.12,0.02014537902388369,1
6345,2892601,Eli Lilly and Co,LARTRUVO 11/2016 LLY,11/1/2016 0:00,Dec-27,ONCOLOGICS,ACUTE,INJECTABLES,1,50.0,2019_02,2019,2,0,0.0,0.0,49.12,0.0,0
6346,2892601,Eli Lilly and Co,LARTRUVO 11/2016 LLY,11/1/2016 0:00,Dec-27,ONCOLOGICS,ACUTE,INJECTABLES,1,50.0,2019_03,2019,3,0,0.0,0.0,49.12,0.0,0
6347,2892601,Eli Lilly and Co,LARTRUVO 11/2016 LLY,11/1/2016 0:00,Dec-27,ONCOLOGICS,ACUTE,INJECTABLES,1,50.0,2019_04,2019,4,0,0.0,0.0,49.12,0.0,0
6348,2892601,Eli Lilly and Co,LARTRUVO 11/2016 LLY,11/1/2016 0:00,Dec-27,ONCOLOGICS,ACUTE,INJECTABLES,1,50.0,2019_05,2019,5,0,0.0,0.0,49.12,0.0,0
6349,2892601,Eli Lilly and Co,LARTRUVO 11/2016 LLY,11/1/2016 0:00,Dec-27,ONCOLOGICS,ACUTE,INJECTABLES,1,50.0,2019_06,2019,6,0,0.0,0.0,49.12,0.0,0
6350,2892601,Eli Lilly and Co,LARTRUVO 11/2016 LLY,11/1/2016 0:00,Dec-27,ONCOLOGICS,ACUTE,INJECTABLES,1,50.0,2019_07,2019,7,0,0.0,0.0,49.12,0.0,0
6351,2892601,Eli Lilly and Co,LARTRUVO 11/2016 LLY,11/1/2016 0:00,Dec-27,ONCOLOGICS,ACUTE,INJECTABLES,1,50.0,2019_08,2019,8,0,0.0,0.0,49.12,0.0,0
6352,2892601,Eli Lilly and Co,LARTRUVO 11/2016 LLY,11/1/2016 0:00,Dec-27,ONCOLOGICS,ACUTE,INJECTABLES,1,50.0,2019_09,2019,9,0,0.0,0.0,49.12,0.0,0
6353,2892601,Eli Lilly and Co,LARTRUVO 11/2016 LLY,11/1/2016 0:00,Dec-27,ONCOLOGICS,ACUTE,INJECTABLES,1,50.0,2019_10,2019,10,0,0.0,0.0,49.12,0.0,0
7318,3089470,Bristol Myers Squibb Co,ELIQUIS 01/2013 BMP,1/1/2013 0:00,Nov-26,ANTICOAGULANTS,CHRONIC,ORALS,1,74.0,2017_07,2017,7,1704,,1704.0,6.4725699999999975,,0
7319,3089470,Bristol Myers Squibb Co,ELIQUIS 01/2013 BMP,1/1/2013 0:00,Nov-26,ANTICOAGULANTS,CHRONIC,ORALS,1,74.0,2017_08,2017,8,1902,1704.0,3606.0,6.4725699999999975,0.0,0
7320,3089470,Bristol Myers Squibb Co,ELIQUIS 01/2013 BMP,1/1/2013 0:00,Nov-26,ANTICOAGULANTS,CHRONIC,ORALS,1,74.0,2017_09,2017,9,2292,1902.0,5898.0,6.4725699999999975,0.0,0
7321,3089470,Bristol Myers Squibb Co,ELIQUIS 01/2013 BMP,1/1/2013 0:00,Nov-26,ANTICOAGULANTS,CHRONIC,ORALS,1,74.0,2017_10,2017,10,2527,2292.0,8425.0,6.4725699999999975,0.0,0
7322,3089470,Bristol Myers Squibb Co,ELIQUIS 01/2013 BMP,1/1/2013 0:00,Nov-26,ANTICOAGULANTS,CHRONIC,ORALS,1,74.0,2017_11,2017,11,2544,2527.0,10969.0,6.4725699999999975,0.0,0
7323,3089470,Bristol Myers Squibb Co,ELIQUIS 01/2013 BMP,1/1/2013 0:00,Nov-26,ANTICOAGULANTS,CHRONIC,ORALS,1,74.0,2017_12,2017,12,2883,2544.0,13852.0,6.4725699999999975,0.0,0
7324,3089470,Bristol Myers Squibb Co,ELIQUIS 01/2013 BMP,1/1/2013 0:00,Nov-26,ANTICOAGULANTS,CHRONIC,ORALS,1,74.0,2018_01,2018,1,2812,2883.0,2812.0,6.4725699999999975,0.0,0
7325,3089470,Bristol Myers Squibb Co,ELIQUIS 01/2013 BMP,1/1/2013 0:00,Nov-26,ANTICOAGULANTS,CHRONIC,ORALS,1,74.0,2018_02,2018,2,2098,2812.0,4910.0,6.9839100000000025,0.07900107685200819,1
7326,3089470,Bristol Myers Squibb Co,ELIQUIS 01/2013 BMP,1/1/2013 0:00,Nov-26,ANTICOAGULANTS,CHRONIC,ORALS,1,74.0,2018_03,2018,3,2309,2098.0,7219.0,6.9839100000000025,0.0,0
7327,3089470,Bristol Myers Squibb Co,ELIQUIS 01/2013 BMP,1/1/2013 0:00,Nov-26,ANTICOAGULANTS,CHRONIC,ORALS,1,74.0,2018_04,2018,4,2366,2309.0,9585.0,6.9839100000000025,0.0,0
7328,3089470,Bristol Myers Squibb Co,ELIQUIS 01/2013 BMP,1/1/2013 0:00,Nov-26,ANTICOAGULANTS,CHRONIC,ORALS,1,74.0,2018_05,2018,5,2560,2366.0,12145.0,6.9839100000000025,0.0,0
7329,3089470,Bristol Myers Squibb Co,ELIQUIS 01/2013 BMP,1/1/2013 0:00,Nov-26,ANTICOAGULANTS,CHRONIC,ORALS,1,74.0,2018_06,2018,6,2418,2560.0,14563.0,6.9839100000000025,0.0,0
7330,3089470,Bristol Myers Squibb Co,ELIQUIS 01/2013 BMP,1/1/2013 0:00,Nov-26,ANTICOAGULANTS,CHRONIC,ORALS,1,74.0,2018_07,2018,7,2544,2418.0,17107.0,6.9839100000000025,0.0,0
7331,3089470,Bristol Myers Squibb Co,ELIQUIS 01/2013 BMP,1/1/2013 0:00,Nov-26,ANTICOAGULANTS,CHRONIC,ORALS,1,74.0,2018_08,2018,8,2535,2544.0,19642.0,6.9839100000000025,0.0,0
7332,3089470,Bristol Myers Squibb Co,ELIQUIS 01/2013 BMP,1/1/2013 0:00,Nov-26,ANTICOAGULANTS,CHRONIC,ORALS,1,74.0,2018_09,2018,9,2692,2535.0,22334.0,6.9839100000000025,0.0,0
7333,3089470,Bristol Myers Squibb Co,ELIQUIS 01/2013 BMP,1/1/2013 0:00,Nov-26,ANTICOAGULANTS,CHRONIC,ORALS,1,74.0,2018_10,2018,10,3063,2692.0,25397.0,6.9839100000000025,0.0,0
7334,3089470,Bristol Myers Squibb Co,ELIQUIS 01/2013 BMP,1/1/2013 0:00,Nov-26,ANTICOAGULANTS,CHRONIC,ORALS,1,74.0,2018_11,2018,11,3399,3063.0,28796.0,6.9839100000000025,0.0,0
7335,3089470,Bristol Myers Squibb Co,ELIQUIS 01/2013 BMP,1/1/2013 0:00,Nov-26,ANTICOAGULANTS,CHRONIC,ORALS,1,74.0,2018_12,2018,12,4157,3399.0,32953.0,6.9839100000000025,0.0,0
7336,3089470,Bristol Myers Squibb Co,ELIQUIS 01/2013 BMP,1/1/2013 0:00,Nov-26,ANTICOAGULANTS,CHRONIC,ORALS,1,74.0,2019_01,2019,1,3934,4157.0,3934.0,6.9839100000000025,0.0,0
7337,3089470,Bristol Myers Squibb Co,ELIQUIS 01/2013 BMP,1/1/2013 0:00,Nov-26,ANTICOAGULANTS,CHRONIC,ORALS,1,74.0,2019_02,2019,2,4012,3934.0,7946.0,7.40297,0.0600036369311745,1
7338,3089470,Bristol Myers Squibb Co,ELIQUIS 01/2013 BMP,1/1/2013 0:00,Nov-26,ANTICOAGULANTS,CHRONIC,ORALS,1,74.0,2019_03,2019,3,6459,4012.0,14405.0,7.40297,0.0,0
7339,3089470,Bristol Myers Squibb Co,ELIQUIS 01/2013 BMP,1/1/2013 0:00,Nov-26,ANTICOAGULANTS,CHRONIC,ORALS,1,74.0,2019_04,2019,4,5989,6459.0,20394.0,7.40297,0.0,0
7340,3089470,Bristol Myers Squibb Co,ELIQUIS 01/2013 BMP,1/1/2013 0:00,Nov-26,ANTICOAGULANTS,CHRONIC,ORALS,1,74.0,2019_05,2019,5,4364,5989.0,24758.0,7.40297,0.0,0
7341,3089470,Bristol Myers Squibb Co,ELIQUIS 01/2013 BMP,1/1/2013 0:00,Nov-26,ANTICOAGULANTS,CHRONIC,ORALS,1,74.0,2019_06,2019,6,4204,4364.0,28962.0,7.40297,0.0,0
7342,3089470,Bristol Myers Squibb Co,ELIQUIS 01/2013 BMP,1/1/2013 0:00,Nov-26,ANTICOAGULANTS,CHRONIC,ORALS,1,74.0,2019_07,2019,7,4291,4204.0,33253.0,7.40297,0.0,0
7343,3089470,Bristol Myers Squibb Co,ELIQUIS 01/2013 BMP,1/1/2013 0:00,Nov-26,ANTICOAGULANTS,CHRONIC,ORALS,1,74.0,2019_08,2019,8,4264,4291.0,37517.0,7.40297,0.0,0
7344,3089470,Bristol Myers Squibb Co,ELIQUIS 01/2013 BMP,1/1/2013 0:00,Nov-26,ANTICOAGULANTS,CHRONIC,ORALS,1,74.0,2019_09,2019,9,4313,4264.0,41830.0,7.40297,0.0,0
7345,3089470,Bristol Myers Squibb Co,ELIQUIS 01/2013 BMP,1/1/2013 0:00,Nov-26,ANTICOAGULANTS,CHRONIC,ORALS,1,74.0,2019_10,2019,10,4424,4313.0,46254.0,7.40297,0.0,0
7346,3089470,Bristol Myers Squibb Co,ELIQUIS 01/2013 BMP,1/1/2013 0:00,Nov-26,ANTICOAGULANTS,CHRONIC,ORALS,1,74.0,2019_11,2019,11,4280,4424.0,50534.0,7.40297,0.0,0
7347,3089470,Bristol Myers Squibb Co,ELIQUIS 01/2013 BMP,1/1/2013 0:00,Nov-26,ANTICOAGULANTS,CHRONIC,ORALS,1,74.0,2019_12,2019,12,4768,4280.0,55302.0,7.40297,0.0,0
7348,3089470,Bristol Myers Squibb Co,ELIQUIS 01/2013 BMP,1/1/2013 0:00,Nov-26,ANTICOAGULANTS,CHRONIC,ORALS,1,74.0,2020_01,2020,1,4482,4768.0,4482.0,7.40297,0.0,0
7349,3089470,Bristol Myers Squibb Co,ELIQUIS 01/2013 BMP,1/1/2013 0:00,Nov-26,ANTICOAGULANTS,CHRONIC,ORALS,1,74.0,2020_02,2020,2,4009,4482.0,8491.0,7.8471600000000015,0.06000159395485882,1
7350,3089470,Bristol Myers Squibb Co,ELIQUIS 01/2013 BMP,1/1/2013 0:00,Nov-26,ANTICOAGULANTS,CHRONIC,ORALS,1,74.0,2020_03,2020,3,5218,4009.0,13709.0,7.8471600000000015,0.0,0
7351,3089470,Bristol Myers Squibb Co,ELIQUIS 01/2013 BMP,1/1/2013 0:00,Nov-26,ANTICOAGULANTS,CHRONIC,ORALS,1,74.0,2020_04,2020,4,4981,5218.0,18690.0,7.8471600000000015,0.0,0
7352,3089470,Bristol Myers Squibb Co,ELIQUIS 01/2013 BMP,1/1/2013 0:00,Nov-26,ANTICOAGULANTS,CHRONIC,ORALS,1,74.0,2020_05,2020,5,4935,4981.0,23625.0,7.8471600000000015,0.0,0
7353,3089470,Bristol Myers Squibb Co,ELIQUIS 01/2013 BMP,1/1/2013 0:00,Nov-26,ANTICOAGULANTS,CHRONIC,ORALS,1,74.0,2020_06,2020,6,5130,4935.0,28755.0,7.8471600000000015,0.0,0
7354,3089470,Bristol Myers Squibb Co,ELIQUIS 01/2013 BMP,1/1/2013 0:00,Nov-26,ANTICOAGULANTS,CHRONIC,ORALS,1,74.0,2020_07,2020,7,5498,5130.0,34253.0,7.8471600000000015,0.0,0
7920,3218851,Bristol Myers Squibb Co,ORENCIA 02/2006 BMP,2/1/2006 0:00,Feb-21,IMMUNOLOGY,CHRONIC,INJECTABLES,4,1.0,2016_06,2016,6,0,,0.0,902.965,,0
7921,3218851,Bristol Myers Squibb Co,ORENCIA 02/2006 BMP,2/1/2006 0:00,Feb-21,IMMUNOLOGY,CHRONIC,INJECTABLES,4,1.0,2016_07,2016,7,20,0.0,20.0,902.965,0.0,0
