NDC,cluster,Major_Class,Acute_Chronic,Prod_Form
2879759,1,ANTIDIABETICS,CHRONIC,INJECTABLES
2879801,1,ANTIDIABETICS,CHRONIC,INJECTABLES
2879859,1,ANTIDIABETICS,CHRONIC,INJECTABLES
2879901,2,ANTIDIABETICS,CHRONIC,INJECTABLES
2879959,4,ANTIDIABETICS,CHRONIC,INJECTABLES
2880301,4,ANTIDIABETICS,CHRONIC,INJECTABLES
2880359,1,ANTIDIABETICS,CHRONIC,INJECTABLES
2880501,3,ANTIDIABETICS,CHRONIC,INJECTABLES
2880559,2,ANTIDIABETICS,CHRONIC,INJECTABLES
3037113,3,IMMUNOSUPPRESSANTS,ACUTE,INJECTABLES
3052411,3,ONCOLOGICS,ACUTE,ORALS
3052711,3,ONCOLOGICS,ACUTE,ORALS
3052811,3,ONCOLOGICS,ACUTE,ORALS
3083050,1,ONCOLOGICS,ACUTE,ORALS
3085222,3,ONCOLOGICS,ACUTE,ORALS
3085522,3,ONCOLOGICS,ACUTE,ORALS
3085722,3,ONCOLOGICS,ACUTE,ORALS
3089321,3,ANTICOAGULANTS,CHRONIC,ORALS
3089331,3,ANTICOAGULANTS,CHRONIC,ORALS
3089421,3,ANTICOAGULANTS,CHRONIC,ORALS
3089431,3,ANTICOAGULANTS,CHRONIC,ORALS
3161112,1,VIRAL HEPATITIS,ACUTE,ORALS
3161212,1,VIRAL HEPATITIS,ACUTE,ORALS
3161412,4,VIRAL HEPATITIS,ACUTE,ORALS
3218710,1,IMMUNOLOGY,CHRONIC,INJECTABLES
3218811,1,IMMUNOLOGY,CHRONIC,INJECTABLES
3232711,3,ONCOLOGICS,ACUTE,INJECTABLES
3232822,4,ONCOLOGICS,ACUTE,INJECTABLES
3256016,1,ANTIBACTERIALS,ACUTE,INJECTABLES
3257016,4,ANTIBACTERIALS,ACUTE,INJECTABLES
3362212,1,HIV ANTIVIRALS,CHRONIC,ORALS
3362412,1,HIV ANTIVIRALS,CHRONIC,ORALS
3363112,1,HIV ANTIVIRALS,CHRONIC,ORALS
3517805,1,LIPID REGULATORS,CHRONIC,ORALS
3519410,1,LIPID REGULATORS,CHRONIC,ORALS
4003822,1,"ANTIVIRALS, HERPES",CHRONIC,ORALS
4003909,1,"ANTIVIRALS, HERPES",CHRONIC,ORALS
4005801,3,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
4006801,4,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
4009801,3,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
4018682,1,OSTEOPOROSIS,CHRONIC,ORALS
4019109,1,OSTEOPOROSIS,CHRONIC,INJECTABLES
4024451,1,HIV ANTIVIRALS,CHRONIC,ORALS
4025752,1,"ANTI-OBESITY PREPS, EXCL. DIETETICS",ACUTE,ORALS
4025901,1,IMMUNOSUPPRESSANTS,ACUTE,ORALS
4025943,1,IMMUNOSUPPRESSANTS,ACUTE,ORALS
4026001,1,IMMUNOSUPPRESSANTS,ACUTE,ORALS
4026043,1,IMMUNOSUPPRESSANTS,ACUTE,ORALS
4026129,1,IMMUNOSUPPRESSANTS,ACUTE,ORALS
4035009,3,VIRAL HEPATITIS,ACUTE,INJECTABLES
4035730,1,VIRAL HEPATITIS,ACUTE,INJECTABLES
4038140,1,HIV ANTIVIRALS,CHRONIC,INJECTABLES
4080085,1,"COUGH COLD, INCL FLU ANTIVIRALS",ACUTE,ORALS
4080185,1,"COUGH COLD, INCL FLU ANTIVIRALS",ACUTE,ORALS
4080285,1,"COUGH COLD, INCL FLU ANTIVIRALS",ACUTE,ORALS
4082205,2,"COUGH COLD, INCL FLU ANTIVIRALS",ACUTE,ORALS
4110020,2,ONCOLOGICS,ACUTE,ORALS
4110150,2,ONCOLOGICS,ACUTE,ORALS
5197101,2,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
5197102,4,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
5197105,1,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
6003144,1,OSTEOPOROSIS,CHRONIC,ORALS
6003220,1,"ANTI-PARASITICS, ANTIMALARIALS, INSECTICIDES",ACUTE,ORALS
6007131,1,DERMATOLOGICS,ACUTE,ORALS
6007154,1,DERMATOLOGICS,ACUTE,ORALS
6007231,1,BPH (BENIGN PROSTATIC HYPERTROPHY),CHRONIC,ORALS
6007258,1,BPH (BENIGN PROSTATIC HYPERTROPHY),CHRONIC,ORALS
6007861,3,ANTIDIABETICS,CHRONIC,ORALS
6007862,4,ANTIDIABETICS,CHRONIC,ORALS
6007882,3,ANTIDIABETICS,CHRONIC,ORALS
6008061,3,ANTIDIABETICS,CHRONIC,ORALS
6008062,3,ANTIDIABETICS,CHRONIC,ORALS
6008082,3,ANTIDIABETICS,CHRONIC,ORALS
6008131,4,ANTIDIABETICS,CHRONIC,ORALS
6008154,3,ANTIDIABETICS,CHRONIC,ORALS
6008182,3,ANTIDIABETICS,CHRONIC,ORALS
6010654,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
6011228,2,ANTIDIABETICS,CHRONIC,ORALS
6011231,1,ANTIDIABETICS,CHRONIC,ORALS
6011254,4,ANTIDIABETICS,CHRONIC,ORALS
6020754,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
6022128,4,ANTIDIABETICS,CHRONIC,ORALS
6022131,3,ANTIDIABETICS,CHRONIC,ORALS
6022154,3,ANTIDIABETICS,CHRONIC,ORALS
6022761,1,HIV ANTIVIRALS,CHRONIC,ORALS
6026718,1,PAIN,ACUTE,ORALS
6027044,1,OSTEOPOROSIS,CHRONIC,ORALS
6027728,1,ANTIDIABETICS,CHRONIC,ORALS
6027731,2,ANTIDIABETICS,CHRONIC,ORALS
6027733,1,ANTIDIABETICS,CHRONIC,ORALS
6027754,3,ANTIDIABETICS,CHRONIC,ORALS
6027782,4,ANTIDIABETICS,CHRONIC,ORALS
6046102,1,"CANCER DETOX AG, ANTI-NAUSEANTS",ACUTE,ORALS
6046410,1,"CANCER DETOX AG, ANTI-NAUSEANTS",ACUTE,ORALS
6047361,4,HIV ANTIVIRALS,CHRONIC,ORALS
6047761,4,HIV ANTIVIRALS,CHRONIC,ORALS
6054331,1,LIPID REGULATORS,CHRONIC,ORALS
6054354,1,LIPID REGULATORS,CHRONIC,ORALS
6056840,1,ONCOLOGICS,ACUTE,ORALS
6057362,1,HIV ANTIVIRALS,CHRONIC,ORALS
6057561,1,ANTIDIABETICS,CHRONIC,ORALS
6057562,1,ANTIDIABETICS,CHRONIC,ORALS
6057582,3,ANTIDIABETICS,CHRONIC,ORALS
6057761,1,ANTIDIABETICS,CHRONIC,ORALS
6057762,1,ANTIDIABETICS,CHRONIC,ORALS
6057782,3,ANTIDIABETICS,CHRONIC,ORALS
6071044,1,OSTEOPOROSIS,CHRONIC,ORALS
6071731,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
6071754,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
6073531,1,LIPID REGULATORS,CHRONIC,ORALS
6073554,1,LIPID REGULATORS,CHRONIC,ORALS
6074031,1,LIPID REGULATORS,CHRONIC,ORALS
6074054,1,LIPID REGULATORS,CHRONIC,ORALS
6074531,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
6074554,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
6074731,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
6074754,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
6074931,1,LIPID REGULATORS,CHRONIC,ORALS
6074954,1,LIPID REGULATORS,CHRONIC,ORALS
6095154,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
6095231,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
6095254,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
6096031,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
6096054,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
6171131,1,RESPIRATORY AGENTS,CHRONIC,ORALS
6351659,1,ANTIBACTERIALS,ACUTE,INJECTABLES
6351936,4,MIOTICS+ANTIGLAUCOMA PREPS,CHRONIC,OPHTHALMICS
6380118,1,PAIN,ACUTE,ORALS
6384130,1,RESPIRATORY AGENTS,CHRONIC,ORALS
6384371,1,ANTIBACTERIALS,ACUTE,INJECTABLES
6384571,1,ANTIBACTERIALS,ACUTE,INJECTABLES
6386203,1,"CANCER DETOX AG, ANTI-NAUSEANTS",ACUTE,ORALS
6391668,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
6391768,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
6391868,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
6391968,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
6404741,3,"VACCINES (PURE, COMB, OTHER)",ACUTE,ORALS
6409502,3,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
6409602,3,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
6468100,4,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
6482700,3,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
6482701,3,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
6483141,4,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
6483701,3,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
6483703,4,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
6484100,1,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
6484141,3,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
6489700,4,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
6494300,1,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
6494301,2,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
6496300,1,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
6496301,4,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
6496341,1,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
6498100,1,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
6499200,2,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
6499500,1,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
6499541,1,"VACCINES (PURE, COMB, OTHER)",ACUTE,INJECTABLES
6911731,1,RESPIRATORY AGENTS,CHRONIC,ORALS
6911754,1,RESPIRATORY AGENTS,CHRONIC,ORALS
6927531,1,RESPIRATORY AGENTS,CHRONIC,ORALS
7337013,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
7337113,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
7337213,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
7337313,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
7365022,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
7365030,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
7413920,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
7414020,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
7414120,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
7414220,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
7488213,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
7488313,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
7488713,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
7488813,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
7489020,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
7489120,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
7489220,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
7489320,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
8083320,1,MENTAL HEALTH,CHRONIC,ORALS
8083321,1,MENTAL HEALTH,CHRONIC,ORALS
8083322,1,MENTAL HEALTH,CHRONIC,ORALS
8083603,1,MENTAL HEALTH,CHRONIC,ORALS
8083620,1,MENTAL HEALTH,CHRONIC,ORALS
8083621,1,MENTAL HEALTH,CHRONIC,ORALS
8083622,1,MENTAL HEALTH,CHRONIC,ORALS
8083721,1,MENTAL HEALTH,CHRONIC,ORALS
8083722,1,MENTAL HEALTH,CHRONIC,ORALS
8084181,1,ANTI-ULCERANTS,CHRONIC,ORALS
8084381,1,ANTI-ULCERANTS,CHRONIC,ORALS
8084401,2,ANTI-ULCERANTS,CHRONIC,ORALS
8084402,1,ANTI-ULCERANTS,CHRONIC,ORALS
8092351,1,ANTI-ULCERANTS,CHRONIC,INJECTABLES
8092355,1,ANTI-ULCERANTS,CHRONIC,INJECTABLES
8092360,2,ANTI-ULCERANTS,CHRONIC,INJECTABLES
8103006,2,IMMUNOSUPPRESSANTS,ACUTE,ORALS
8104005,1,IMMUNOSUPPRESSANTS,ACUTE,ORALS
8104010,1,IMMUNOSUPPRESSANTS,ACUTE,ORALS
8104105,1,IMMUNOSUPPRESSANTS,ACUTE,ORALS
8104110,1,IMMUNOSUPPRESSANTS,ACUTE,ORALS
8104205,1,IMMUNOSUPPRESSANTS,ACUTE,ORALS
8112312,4,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",CHRONIC,ORALS
8121101,1,MENTAL HEALTH,CHRONIC,ORALS
8121114,2,MENTAL HEALTH,CHRONIC,ORALS
8121130,1,MENTAL HEALTH,CHRONIC,ORALS
8121150,1,MENTAL HEALTH,CHRONIC,ORALS
8122201,1,MENTAL HEALTH,CHRONIC,ORALS
8122214,2,MENTAL HEALTH,CHRONIC,ORALS
8122230,1,MENTAL HEALTH,CHRONIC,ORALS
8400101,4,ANTI-ULCERANTS,CHRONIC,INJECTABLES
8411701,4,ANTITUBERCULARS,CHRONIC,ORALS
8499020,1,ANTIBACTERIALS,ACUTE,INJECTABLES
9000302,1,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,INJECTABLES
9000501,4,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,INJECTABLES
9001103,2,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,INJECTABLES
9001104,3,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,INJECTABLES
9001201,2,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,ORALS
9001305,1,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,INJECTABLES
9001306,3,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,INJECTABLES
9001612,2,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,INJECTABLES
9001755,1,OTHER CNS,ACUTE,ORALS
9001758,1,OTHER CNS,ACUTE,ORALS
9001820,1,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,INJECTABLES
9002001,1,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,ORALS
9002201,1,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,ORALS
9002901,1,OTHER CNS,CHRONIC,ORALS
9002902,1,OTHER CNS,CHRONIC,ORALS
9003101,1,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,ORALS
9003928,4,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,INJECTABLES
9003930,2,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,INJECTABLES
9004401,1,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,ORALS
9004722,4,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,INJECTABLES
9004725,4,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,INJECTABLES
9004726,3,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,INJECTABLES
9005002,1,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",ACUTE,ORALS
9005501,1,OTHER CNS,CHRONIC,ORALS
9005503,1,OTHER CNS,CHRONIC,ORALS
9005602,1,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,ORALS
9005604,1,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,ORALS
9005707,1,OTHER CNS,CHRONIC,ORALS
9005907,1,OTHER CNS,CHRONIC,ORALS
9006404,1,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",ACUTE,ORALS
9006607,1,OTHER CNS,CHRONIC,ORALS
9007301,1,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,ORALS
9008601,4,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",ACUTE,INJECTABLES
9009001,1,OTHER CNS,CHRONIC,ORALS
9009004,1,OTHER CNS,CHRONIC,ORALS
9009401,1,OTHER CNS,CHRONIC,ORALS
9022502,1,ANTIBACTERIALS,ACUTE,ORALS
9026001,1,LIPID REGULATORS,CHRONIC,ORALS
9026002,1,LIPID REGULATORS,CHRONIC,ORALS
9026004,1,LIPID REGULATORS,CHRONIC,ORALS
9026017,1,LIPID REGULATORS,CHRONIC,ORALS
9027101,1,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",CHRONIC,INJECTABLES
9027401,1,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,INJECTABLES
9028002,1,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,INJECTABLES
9028003,1,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,INJECTABLES
9030602,1,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,INJECTABLES
9033102,1,ANTIBACTERIALS,ACUTE,ORALS
9034702,1,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",ACUTE,INJECTABLES
9037003,1,LIPID REGULATORS,CHRONIC,ORALS
9037005,1,LIPID REGULATORS,CHRONIC,ORALS
9039514,1,ANTIBACTERIALS,ACUTE,ORALS
9041701,1,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",ACUTE,INJECTABLES
9041702,1,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",ACUTE,INJECTABLES
9045003,1,LIPID REGULATORS,CHRONIC,ORALS
9052001,1,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",ACUTE,INJECTABLES
9052010,2,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",ACUTE,INJECTABLES
9055501,1,ANTIBACTERIALS,ACUTE,INJECTABLES
9055502,1,ANTIBACTERIALS,ACUTE,INJECTABLES
9062601,1,ONCOLOGICS,CHRONIC,INJECTABLES
9069801,1,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,INJECTABLES
9074630,1,"HORMONAL CONTRACEPTION, SYSTEMIC&TOPICAL",ACUTE,INJECTABLES
9074635,1,"HORMONAL CONTRACEPTION, SYSTEMIC&TOPICAL",ACUTE,INJECTABLES
9075801,1,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,INJECTABLES
9077526,1,ANTIBACTERIALS,ACUTE,INJECTABLES
9082501,4,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,INJECTABLES
9087026,1,ANTIBACTERIALS,ACUTE,INJECTABLES
9090218,4,ANTIBACTERIALS,ACUTE,INJECTABLES
9307301,1,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,INJECTABLES
9307303,1,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,INJECTABLES
9311614,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
9332901,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
9333101,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
9333102,2,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
9344801,1,GENITO-URINARY ANTIBACTERIALS & ANTISEPTICS & ANTI,ACUTE,VAGINALS
9347501,1,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,INJECTABLES
9347503,1,"CORTICOSTEROIDS, PLAIN & COMBO",ACUTE,INJECTABLES
9370105,1,ERECTILE DYSFUNCTION,CHRONIC,INJECTABLES
9454102,1,URINARY INCONTINENCE,CHRONIC,ORALS
9454402,1,URINARY INCONTINENCE,CHRONIC,ORALS
9470913,2,"HORMONAL CONTRACEPTION, SYSTEMIC&TOPICAL",ACUTE,INJECTABLES
9501201,1,ANTIDIABETICS,CHRONIC,ORALS
9501301,1,ANTIDIABETICS,CHRONIC,ORALS
9501401,1,ANTIDIABETICS,CHRONIC,ORALS
9513601,1,ANTIBACTERIALS,ACUTE,ORALS
9514001,1,ANTIBACTERIALS,ACUTE,INJECTABLES
9518101,4,ERECTILE DYSFUNCTION,CHRONIC,OTHER SYSTEMICS
9518201,4,ERECTILE DYSFUNCTION,CHRONIC,OTHER SYSTEMICS
9519001,1,URINARY INCONTINENCE,CHRONIC,ORALS
9519002,1,URINARY INCONTINENCE,CHRONIC,ORALS
9519101,1,URINARY INCONTINENCE,CHRONIC,ORALS
9519102,1,URINARY INCONTINENCE,CHRONIC,ORALS
9519103,1,URINARY INCONTINENCE,CHRONIC,ORALS
9737611,1,"HORMONAL CONTRACEPTION, SYSTEMIC&TOPICAL",ACUTE,INJECTABLES
9766304,1,ONCOLOGICS,CHRONIC,ORALS
9766701,1,GENITO-URINARY ANTIBACTERIALS & ANTISEPTICS & ANTI,ACUTE,VAGINALS
9768604,1,ERECTILE DYSFUNCTION,CHRONIC,INJECTABLES
13010101,1,GI PRODUCTS,CHRONIC,ORALS
13010120,1,GI PRODUCTS,CHRONIC,ORALS
13010201,1,GI PRODUCTS,CHRONIC,ORALS
13010220,1,GI PRODUCTS,CHRONIC,ORALS
13013202,1,ONCOLOGICS,ACUTE,ORALS
13530117,1,ANTITUBERCULARS,CHRONIC,ORALS
13830304,1,MIOTICS+ANTIGLAUCOMA PREPS,CHRONIC,OPHTHALMICS
15308060,1,ONCOLOGICS,ACUTE,ORALS
23004203,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
23004210,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
23031604,1,"OPHTHALMOLOGY, GENERAL",ACUTE,OPHTHALMICS
23320503,1,MIOTICS+ANTIGLAUCOMA PREPS,CHRONIC,OPHTHALMICS
23320505,1,MIOTICS+ANTIGLAUCOMA PREPS,CHRONIC,OPHTHALMICS
23320508,1,MIOTICS+ANTIGLAUCOMA PREPS,CHRONIC,OPHTHALMICS
23361605,1,"OPHTHALMOLOGY, GENERAL",CHRONIC,OPHTHALMICS
23361670,1,"OPHTHALMOLOGY, GENERAL",CHRONIC,OPHTHALMICS
23429003,1,"OPHTHALMOLOGY, GENERAL",ACUTE,OPHTHALMICS
23833503,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
23833510,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
23869430,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
23869450,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
23884205,1,"OPHTHALMOLOGY, GENERAL",ACUTE,OPHTHALMICS
23915530,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
23915560,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
23915630,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
23915660,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
23917705,2,MIOTICS+ANTIGLAUCOMA PREPS,CHRONIC,OPHTHALMICS
23917710,1,MIOTICS+ANTIGLAUCOMA PREPS,CHRONIC,OPHTHALMICS
23917715,1,MIOTICS+ANTIGLAUCOMA PREPS,CHRONIC,OPHTHALMICS
23921105,1,MIOTICS+ANTIGLAUCOMA PREPS,CHRONIC,OPHTHALMICS
23921110,1,MIOTICS+ANTIGLAUCOMA PREPS,CHRONIC,OPHTHALMICS
23923630,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
