,NDC,Manufacturer,Product,Product Launch Date,Estimated LOE Date,Major Class,Acute/Chronic,Prod Form,Pack Size,Pack Quantity,Date,Year,Month,TRx,Previous_TRx,TRx_cumulative,WAC,Pct_change,Changed,total_avg_TRx,
546,13551021001,Avadel Legacy Pharmaceuticals Inc.,ACIPHEX SPRINKLE 11/2013 CEO,11/1/2013 0:00,Unspecified,ANTI-ULCERANTS,CHRONIC,ORALS,1,30,4/1/2016,2016,4,251,306,1070,16,0,0,191.5609756,
547,13551021001,Avadel Legacy Pharmaceuticals Inc.,ACIPHEX SPRINKLE 11/2013 CEO,11/1/2013 0:00,Unspecified,ANTI-ULCERANTS,CHRONIC,ORALS,1,30,5/1/2016,2016,5,262,251,1332,16,0,0,191.5609756,
548,13551021001,Avadel Legacy Pharmaceuticals Inc.,ACIPHEX SPRINKLE 11/2013 CEO,11/1/2013 0:00,Unspecified,ANTI-ULCERANTS,CHRONIC,ORALS,1,30,6/1/2016,2016,6,250,262,1582,16,0,0,191.5609756,
549,13551021001,Avadel Legacy Pharmaceuticals Inc.,ACIPHEX SPRINKLE 11/2013 CEO,11/1/2013 0:00,Unspecified,ANTI-ULCERANTS,CHRONIC,ORALS,1,30,7/1/2016,2016,7,184,250,1766,16,0,0,191.5609756,
550,13551021001,Avadel Legacy Pharmaceuticals Inc.,ACIPHEX SPRINKLE 11/2013 CEO,11/1/2013 0:00,Unspecified,ANTI-ULCERANTS,CHRONIC,ORALS,1,30,8/1/2016,2016,8,238,184,2004,16,0,0,191.5609756,
551,13551021001,Avadel Legacy Pharmaceuticals Inc.,ACIPHEX SPRINKLE 11/2013 CEO,11/1/2013 0:00,Unspecified,ANTI-ULCERANTS,CHRONIC,ORALS,1,30,9/1/2016,2016,9,213,238,2217,16,0,0,191.5609756,
552,13551021001,Avadel Legacy Pharmaceuticals Inc.,ACIPHEX SPRINKLE 11/2013 CEO,11/1/2013 0:00,Unspecified,ANTI-ULCERANTS,CHRONIC,ORALS,1,30,10/1/2016,2016,10,225,213,2442,16,0,0,191.5609756,
553,13551021001,Avadel Legacy Pharmaceuticals Inc.,ACIPHEX SPRINKLE 11/2013 CEO,11/1/2013 0:00,Unspecified,ANTI-ULCERANTS,CHRONIC,ORALS,1,30,11/1/2016,2016,11,213,225,2655,16,0,0,191.5609756,
554,13551021001,Avadel Legacy Pharmaceuticals Inc.,ACIPHEX SPRINKLE 11/2013 CEO,11/1/2013 0:00,Unspecified,ANTI-ULCERANTS,CHRONIC,ORALS,1,30,12/1/2016,2016,12,240,213,2895,16,0,0,191.5609756,
555,13551021001,Avadel Legacy Pharmaceuticals Inc.,ACIPHEX SPRINKLE 11/2013 CEO,11/1/2013 0:00,Unspecified,ANTI-ULCERANTS,CHRONIC,ORALS,1,30,1/1/2017,2017,1,210,240,210,16,0,0,191.5609756,
556,13551021001,Avadel Legacy Pharmaceuticals Inc.,ACIPHEX SPRINKLE 11/2013 CEO,11/1/2013 0:00,Unspecified,ANTI-ULCERANTS,CHRONIC,ORALS,1,30,2/1/2017,2017,2,211,210,421,16,0,0,191.5609756,
557,13551021001,Avadel Legacy Pharmaceuticals Inc.,ACIPHEX SPRINKLE 11/2013 CEO,11/1/2013 0:00,Unspecified,ANTI-ULCERANTS,CHRONIC,ORALS,1,30,3/1/2017,2017,3,210,211,631,16,0,0,191.5609756,
558,13551021001,Avadel Legacy Pharmaceuticals Inc.,ACIPHEX SPRINKLE 11/2013 CEO,11/1/2013 0:00,Unspecified,ANTI-ULCERANTS,CHRONIC,ORALS,1,30,4/1/2017,2017,4,171,210,802,16,0,0,191.5609756,
559,13551021001,Avadel Legacy Pharmaceuticals Inc.,ACIPHEX SPRINKLE 11/2013 CEO,11/1/2013 0:00,Unspecified,ANTI-ULCERANTS,CHRONIC,ORALS,1,30,5/1/2017,2017,5,200,171,1002,16,0,0,191.5609756,
560,13551021001,Avadel Legacy Pharmaceuticals Inc.,ACIPHEX SPRINKLE 11/2013 CEO,11/1/2013 0:00,Unspecified,ANTI-ULCERANTS,CHRONIC,ORALS,1,30,6/1/2017,2017,6,170,200,1172,16,0,0,191.5609756,
561,13551021001,Avadel Legacy Pharmaceuticals Inc.,ACIPHEX SPRINKLE 11/2013 CEO,11/1/2013 0:00,Unspecified,ANTI-ULCERANTS,CHRONIC,ORALS,1,30,7/1/2017,2017,7,146,170,1318,16,0,0,191.5609756,
562,13551021001,Avadel Legacy Pharmaceuticals Inc.,ACIPHEX SPRINKLE 11/2013 CEO,11/1/2013 0:00,Unspecified,ANTI-ULCERANTS,CHRONIC,ORALS,1,30,8/1/2017,2017,8,174,146,1492,17.425,0.0890625,1,191.5609756,
563,13551021001,Avadel Legacy Pharmaceuticals Inc.,ACIPHEX SPRINKLE 11/2013 CEO,11/1/2013 0:00,Unspecified,ANTI-ULCERANTS,CHRONIC,ORALS,1,30,9/1/2017,2017,9,155,174,1647,17.425,0,0,191.5609756,
564,13551021001,Avadel Legacy Pharmaceuticals Inc.,ACIPHEX SPRINKLE 11/2013 CEO,11/1/2013 0:00,Unspecified,ANTI-ULCERANTS,CHRONIC,ORALS,1,30,10/1/2017,2017,10,175,155,1822,17.425,0,0,191.5609756,
565,13551021001,Avadel Legacy Pharmaceuticals Inc.,ACIPHEX SPRINKLE 11/2013 CEO,11/1/2013 0:00,Unspecified,ANTI-ULCERANTS,CHRONIC,ORALS,1,30,11/1/2017,2017,11,160,175,1982,17.425,0,0,191.5609756,
566,13551021001,Avadel Legacy Pharmaceuticals Inc.,ACIPHEX SPRINKLE 11/2013 CEO,11/1/2013 0:00,Unspecified,ANTI-ULCERANTS,CHRONIC,ORALS,1,30,12/1/2017,2017,12,157,160,2139,17.425,0,0,191.5609756,
567,13551021001,Avadel Legacy Pharmaceuticals Inc.,ACIPHEX SPRINKLE 11/2013 CEO,11/1/2013 0:00,Unspecified,ANTI-ULCERANTS,CHRONIC,ORALS,1,30,1/1/2018,2018,1,154,157,154,17.425,0,0,191.5609756,
568,13551021001,Avadel Legacy Pharmaceuticals Inc.,ACIPHEX SPRINKLE 11/2013 CEO,11/1/2013 0:00,Unspecified,ANTI-ULCERANTS,CHRONIC,ORALS,1,30,2/1/2018,2018,2,159,154,313,17.425,0,0,191.5609756,
569,13551021001,Avadel Legacy Pharmaceuticals Inc.,ACIPHEX SPRINKLE 11/2013 CEO,11/1/2013 0:00,Unspecified,ANTI-ULCERANTS,CHRONIC,ORALS,1,30,3/1/2018,2018,3,125,159,438,18.29633,0.050004591,1,191.5609756,
570,13551021001,Avadel Legacy Pharmaceuticals Inc.,ACIPHEX SPRINKLE 11/2013 CEO,11/1/2013 0:00,Unspecified,ANTI-ULCERANTS,CHRONIC,ORALS,1,30,4/1/2018,2018,4,78,125,516,18.29633,0,0,191.5609756,
571,13551021001,Avadel Legacy Pharmaceuticals Inc.,ACIPHEX SPRINKLE 11/2013 CEO,11/1/2013 0:00,Unspecified,ANTI-ULCERANTS,CHRONIC,ORALS,1,30,5/1/2018,2018,5,37,78,553,18.29633,0,0,191.5609756,
572,13551021001,Avadel Legacy Pharmaceuticals Inc.,ACIPHEX SPRINKLE 11/2013 CEO,11/1/2013 0:00,Unspecified,ANTI-ULCERANTS,CHRONIC,ORALS,1,30,6/1/2018,2018,6,29,37,582,18.29633,0,0,191.5609756,
573,13551021001,Avadel Legacy Pharmaceuticals Inc.,ACIPHEX SPRINKLE 11/2013 CEO,11/1/2013 0:00,Unspecified,ANTI-ULCERANTS,CHRONIC,ORALS,1,30,7/1/2018,2018,7,12,29,594,18.29633,0,0,191.5609756,
574,13551021001,Avadel Legacy Pharmaceuticals Inc.,ACIPHEX SPRINKLE 11/2013 CEO,11/1/2013 0:00,Unspecified,ANTI-ULCERANTS,CHRONIC,ORALS,1,30,8/1/2018,2018,8,25,12,619,18.29633,0,0,191.5609756,
676,63004871001,Mallincrodt Pharmaceuticals formerly Questcor Pharmaceuticals Inc,ACTHAR 07/1968 MKR,7/1/1968 0:00,Unspecified,A.C.T.H.,CHRONIC,INJECTABLES,1,5,8/1/2014,2014,8,2590,,2590,6325.2,,0,2230.722222,
677,63004871001,Mallincrodt Pharmaceuticals formerly Questcor Pharmaceuticals Inc,ACTHAR 07/1968 MKR,7/1/1968 0:00,Unspecified,A.C.T.H.,CHRONIC,INJECTABLES,1,5,9/1/2014,2014,9,2865,2590,5455,6325.2,0,0,2230.722222,
678,63004871001,Mallincrodt Pharmaceuticals formerly Questcor Pharmaceuticals Inc,ACTHAR 07/1968 MKR,7/1/1968 0:00,Unspecified,A.C.T.H.,CHRONIC,INJECTABLES,1,5,10/1/2014,2014,10,2656,2865,8111,6325.2,0,0,2230.722222,
679,63004871001,Mallincrodt Pharmaceuticals formerly Questcor Pharmaceuticals Inc,ACTHAR 07/1968 MKR,7/1/1968 0:00,Unspecified,A.C.T.H.,CHRONIC,INJECTABLES,1,5,11/1/2014,2014,11,2503,2656,10614,6325.2,0,0,2230.722222,
680,63004871001,Mallincrodt Pharmaceuticals formerly Questcor Pharmaceuticals Inc,ACTHAR 07/1968 MKR,7/1/1968 0:00,Unspecified,A.C.T.H.,CHRONIC,INJECTABLES,1,5,12/1/2014,2014,12,3078,2503,13692,6452,0.020046797,1,2230.722222,
681,63004871001,Mallincrodt Pharmaceuticals formerly Questcor Pharmaceuticals Inc,ACTHAR 07/1968 MKR,7/1/1968 0:00,Unspecified,A.C.T.H.,CHRONIC,INJECTABLES,1,5,1/1/2015,2015,1,2031,3078,2031,6452,0,0,2230.722222,
682,63004871001,Mallincrodt Pharmaceuticals formerly Questcor Pharmaceuticals Inc,ACTHAR 07/1968 MKR,7/1/1968 0:00,Unspecified,A.C.T.H.,CHRONIC,INJECTABLES,1,5,2/1/2015,2015,2,2135,2031,4166,6452,0,0,2230.722222,
683,63004871001,Mallincrodt Pharmaceuticals formerly Questcor Pharmaceuticals Inc,ACTHAR 07/1968 MKR,7/1/1968 0:00,Unspecified,A.C.T.H.,CHRONIC,INJECTABLES,1,5,3/1/2015,2015,3,2693,2135,6859,6452,0,0,2230.722222,
684,63004871001,Mallincrodt Pharmaceuticals formerly Questcor Pharmaceuticals Inc,ACTHAR 07/1968 MKR,7/1/1968 0:00,Unspecified,A.C.T.H.,CHRONIC,INJECTABLES,1,5,4/1/2015,2015,4,2550,2693,9409,6452,0,0,2230.722222,
685,63004871001,Mallincrodt Pharmaceuticals formerly Questcor Pharmaceuticals Inc,ACTHAR 07/1968 MKR,7/1/1968 0:00,Unspecified,A.C.T.H.,CHRONIC,INJECTABLES,1,5,5/1/2015,2015,5,2205,2550,11614,6452,0,0,2230.722222,
686,63004871001,Mallincrodt Pharmaceuticals formerly Questcor Pharmaceuticals Inc,ACTHAR 07/1968 MKR,7/1/1968 0:00,Unspecified,A.C.T.H.,CHRONIC,INJECTABLES,1,5,6/1/2015,2015,6,2650,2205,14264,6806.8,0.054990701,1,2230.722222,
687,63004871001,Mallincrodt Pharmaceuticals formerly Questcor Pharmaceuticals Inc,ACTHAR 07/1968 MKR,7/1/1968 0:00,Unspecified,A.C.T.H.,CHRONIC,INJECTABLES,1,5,7/1/2015,2015,7,2274,2650,16538,6806.8,0,0,2230.722222,
688,63004871001,Mallincrodt Pharmaceuticals formerly Questcor Pharmaceuticals Inc,ACTHAR 07/1968 MKR,7/1/1968 0:00,Unspecified,A.C.T.H.,CHRONIC,INJECTABLES,1,5,8/1/2015,2015,8,2449,2274,18987,6806.8,0,0,2230.722222,
689,63004871001,Mallincrodt Pharmaceuticals formerly Questcor Pharmaceuticals Inc,ACTHAR 07/1968 MKR,7/1/1968 0:00,Unspecified,A.C.T.H.,CHRONIC,INJECTABLES,1,5,9/1/2015,2015,9,2531,2449,21518,6806.8,0,0,2230.722222,
690,63004871001,Mallincrodt Pharmaceuticals formerly Questcor Pharmaceuticals Inc,ACTHAR 07/1968 MKR,7/1/1968 0:00,Unspecified,A.C.T.H.,CHRONIC,INJECTABLES,1,5,10/1/2015,2015,10,2383,2531,23901,6806.8,0,0,2230.722222,
691,63004871001,Mallincrodt Pharmaceuticals formerly Questcor Pharmaceuticals Inc,ACTHAR 07/1968 MKR,7/1/1968 0:00,Unspecified,A.C.T.H.,CHRONIC,INJECTABLES,1,5,11/1/2015,2015,11,2295,2383,26196,6806.8,0,0,2230.722222,
692,63004871001,Mallincrodt Pharmaceuticals formerly Questcor Pharmaceuticals Inc,ACTHAR 07/1968 MKR,7/1/1968 0:00,Unspecified,A.C.T.H.,CHRONIC,INJECTABLES,1,5,12/1/2015,2015,12,2572,2295,28768,6806.8,0,0,2230.722222,
693,63004871001,Mallincrodt Pharmaceuticals formerly Questcor Pharmaceuticals Inc,ACTHAR 07/1968 MKR,7/1/1968 0:00,Unspecified,A.C.T.H.,CHRONIC,INJECTABLES,1,5,1/1/2016,2016,1,1858,2572,1858,6806.8,0,0,2230.722222,
694,63004871001,Mallincrodt Pharmaceuticals formerly Questcor Pharmaceuticals Inc,ACTHAR 07/1968 MKR,7/1/1968 0:00,Unspecified,A.C.T.H.,CHRONIC,INJECTABLES,1,5,2/1/2016,2016,2,2311,1858,4169,6806.8,0,0,2230.722222,
695,63004871001,Mallincrodt Pharmaceuticals formerly Questcor Pharmaceuticals Inc,ACTHAR 07/1968 MKR,7/1/1968 0:00,Unspecified,A.C.T.H.,CHRONIC,INJECTABLES,1,5,3/1/2016,2016,3,2924,2311,7093,6806.8,0,0,2230.722222,
696,63004871001,Mallincrodt Pharmaceuticals formerly Questcor Pharmaceuticals Inc,ACTHAR 07/1968 MKR,7/1/1968 0:00,Unspecified,A.C.T.H.,CHRONIC,INJECTABLES,1,5,4/1/2016,2016,4,2537,2924,9630,6806.8,0,0,2230.722222,
697,63004871001,Mallincrodt Pharmaceuticals formerly Questcor Pharmaceuticals Inc,ACTHAR 07/1968 MKR,7/1/1968 0:00,Unspecified,A.C.T.H.,CHRONIC,INJECTABLES,1,5,5/1/2016,2016,5,2674,2537,12304,6806.8,0,0,2230.722222,
698,63004871001,Mallincrodt Pharmaceuticals formerly Questcor Pharmaceuticals Inc,ACTHAR 07/1968 MKR,7/1/1968 0:00,Unspecified,A.C.T.H.,CHRONIC,INJECTABLES,1,5,6/1/2016,2016,6,2860,2674,15164,6806.8,0,0,2230.722222,
699,63004871001,Mallincrodt Pharmaceuticals formerly Questcor Pharmaceuticals Inc,ACTHAR 07/1968 MKR,7/1/1968 0:00,Unspecified,A.C.T.H.,CHRONIC,INJECTABLES,1,5,7/1/2016,2016,7,2814,2860,17978,6806.8,0,0,2230.722222,
700,63004871001,Mallincrodt Pharmaceuticals formerly Questcor Pharmaceuticals Inc,ACTHAR 07/1968 MKR,7/1/1968 0:00,Unspecified,A.C.T.H.,CHRONIC,INJECTABLES,1,5,8/1/2016,2016,8,3294,2814,21272,6806.8,0,0,2230.722222,
701,63004871001,Mallincrodt Pharmaceuticals formerly Questcor Pharmaceuticals Inc,ACTHAR 07/1968 MKR,7/1/1968 0:00,Unspecified,A.C.T.H.,CHRONIC,INJECTABLES,1,5,9/1/2016,2016,9,3184,3294,24456,6806.8,0,0,2230.722222,
702,63004871001,Mallincrodt Pharmaceuticals formerly Questcor Pharmaceuticals Inc,ACTHAR 07/1968 MKR,7/1/1968 0:00,Unspecified,A.C.T.H.,CHRONIC,INJECTABLES,1,5,10/1/2016,2016,10,2736,3184,27192,6806.8,0,0,2230.722222,
703,63004871001,Mallincrodt Pharmaceuticals formerly Questcor Pharmaceuticals Inc,ACTHAR 07/1968 MKR,7/1/1968 0:00,Unspecified,A.C.T.H.,CHRONIC,INJECTABLES,1,5,11/1/2016,2016,11,3075,2736,30267,6806.8,0,0,2230.722222,
704,63004871001,Mallincrodt Pharmaceuticals formerly Questcor Pharmaceuticals Inc,ACTHAR 07/1968 MKR,7/1/1968 0:00,Unspecified,A.C.T.H.,CHRONIC,INJECTABLES,1,5,12/1/2016,2016,12,3064,3075,33331,6806.8,0,0,2230.722222,
705,63004871001,Mallincrodt Pharmaceuticals formerly Questcor Pharmaceuticals Inc,ACTHAR 07/1968 MKR,7/1/1968 0:00,Unspecified,A.C.T.H.,CHRONIC,INJECTABLES,1,5,1/1/2017,2017,1,2519,3064,2519,6806.8,0,0,2230.722222,
706,63004871001,Mallincrodt Pharmaceuticals formerly Questcor Pharmaceuticals Inc,ACTHAR 07/1968 MKR,7/1/1968 0:00,Unspecified,A.C.T.H.,CHRONIC,INJECTABLES,1,5,2/1/2017,2017,2,2292,2519,4811,7276.4,0.068989834,1,2230.722222,
707,63004871001,Mallincrodt Pharmaceuticals formerly Questcor Pharmaceuticals Inc,ACTHAR 07/1968 MKR,7/1/1968 0:00,Unspecified,A.C.T.H.,CHRONIC,INJECTABLES,1,5,3/1/2017,2017,3,2648,2292,7459,7276.4,0,0,2230.722222,
708,63004871001,Mallincrodt Pharmaceuticals formerly Questcor Pharmaceuticals Inc,ACTHAR 07/1968 MKR,7/1/1968 0:00,Unspecified,A.C.T.H.,CHRONIC,INJECTABLES,1,5,4/1/2017,2017,4,2377,2648,9836,7276.4,0,0,2230.722222,
709,63004871001,Mallincrodt Pharmaceuticals formerly Questcor Pharmaceuticals Inc,ACTHAR 07/1968 MKR,7/1/1968 0:00,Unspecified,A.C.T.H.,CHRONIC,INJECTABLES,1,5,5/1/2017,2017,5,2698,2377,12534,7276.4,0,0,2230.722222,
710,63004871001,Mallincrodt Pharmaceuticals formerly Questcor Pharmaceuticals Inc,ACTHAR 07/1968 MKR,7/1/1968 0:00,Unspecified,A.C.T.H.,CHRONIC,INJECTABLES,1,5,6/1/2017,2017,6,2613,2698,15147,7276.4,0,0,2230.722222,
711,63004871001,Mallincrodt Pharmaceuticals formerly Questcor Pharmaceuticals Inc,ACTHAR 07/1968 MKR,7/1/1968 0:00,Unspecified,A.C.T.H.,CHRONIC,INJECTABLES,1,5,7/1/2017,2017,7,2286,2613,17433,7276.4,0,0,2230.722222,
712,63004871001,Mallincrodt Pharmaceuticals formerly Questcor Pharmaceuticals Inc,ACTHAR 07/1968 MKR,7/1/1968 0:00,Unspecified,A.C.T.H.,CHRONIC,INJECTABLES,1,5,8/1/2017,2017,8,2461,2286,19894,7276.4,0,0,2230.722222,
713,63004871001,Mallincrodt Pharmaceuticals formerly Questcor Pharmaceuticals Inc,ACTHAR 07/1968 MKR,7/1/1968 0:00,Unspecified,A.C.T.H.,CHRONIC,INJECTABLES,1,5,9/1/2017,2017,9,2079,2461,21973,7276.4,0,0,2230.722222,
714,63004871001,Mallincrodt Pharmaceuticals formerly Questcor Pharmaceuticals Inc,ACTHAR 07/1968 MKR,7/1/1968 0:00,Unspecified,A.C.T.H.,CHRONIC,INJECTABLES,1,5,10/1/2017,2017,10,2351,2079,24324,7276.4,0,0,2230.722222,
715,63004871001,Mallincrodt Pharmaceuticals formerly Questcor Pharmaceuticals Inc,ACTHAR 07/1968 MKR,7/1/1968 0:00,Unspecified,A.C.T.H.,CHRONIC,INJECTABLES,1,5,11/1/2017,2017,11,2208,2351,26532,7276.4,0,0,2230.722222,
716,63004871001,Mallincrodt Pharmaceuticals formerly Questcor Pharmaceuticals Inc,ACTHAR 07/1968 MKR,7/1/1968 0:00,Unspecified,A.C.T.H.,CHRONIC,INJECTABLES,1,5,12/1/2017,2017,12,2199,2208,28731,7276.4,0,0,2230.722222,
717,63004871001,Mallincrodt Pharmaceuticals formerly Questcor Pharmaceuticals Inc,ACTHAR 07/1968 MKR,7/1/1968 0:00,Unspecified,A.C.T.H.,CHRONIC,INJECTABLES,1,5,1/1/2018,2018,1,2106,2199,2106,7276.4,0,0,2230.722222,
718,63004871001,Mallincrodt Pharmaceuticals formerly Questcor Pharmaceuticals Inc,ACTHAR 07/1968 MKR,7/1/1968 0:00,Unspecified,A.C.T.H.,CHRONIC,INJECTABLES,1,5,2/1/2018,2018,2,1588,2106,3694,7778.4,0.06899016,1,2230.722222,
719,63004871001,Mallincrodt Pharmaceuticals formerly Questcor Pharmaceuticals Inc,ACTHAR 07/1968 MKR,7/1/1968 0:00,Unspecified,A.C.T.H.,CHRONIC,INJECTABLES,1,5,3/1/2018,2018,3,1793,1588,5487,7778.4,0,0,2230.722222,
720,63004871001,Mallincrodt Pharmaceuticals formerly Questcor Pharmaceuticals Inc,ACTHAR 07/1968 MKR,7/1/1968 0:00,Unspecified,A.C.T.H.,CHRONIC,INJECTABLES,1,5,4/1/2018,2018,4,1856,1793,7343,7778.4,0,0,2230.722222,
721,63004871001,Mallincrodt Pharmaceuticals formerly Questcor Pharmaceuticals Inc,ACTHAR 07/1968 MKR,7/1/1968 0:00,Unspecified,A.C.T.H.,CHRONIC,INJECTABLES,1,5,5/1/2018,2018,5,1945,1856,9288,7778.4,0,0,2230.722222,
722,63004871001,Mallincrodt Pharmaceuticals formerly Questcor Pharmaceuticals Inc,ACTHAR 07/1968 MKR,7/1/1968 0:00,Unspecified,A.C.T.H.,CHRONIC,INJECTABLES,1,5,6/1/2018,2018,6,1895,1945,11183,7778.4,0,0,2230.722222,
723,63004871001,Mallincrodt Pharmaceuticals formerly Questcor Pharmaceuticals Inc,ACTHAR 07/1968 MKR,7/1/1968 0:00,Unspecified,A.C.T.H.,CHRONIC,INJECTABLES,1,5,7/1/2018,2018,7,1861,1895,13044,7778.4,0,0,2230.722222,
724,63004871001,Mallincrodt Pharmaceuticals formerly Questcor Pharmaceuticals Inc,ACTHAR 07/1968 MKR,7/1/1968 0:00,Unspecified,A.C.T.H.,CHRONIC,INJECTABLES,1,5,8/1/2018,2018,8,1843,1861,14887,7778.4,0,0,2230.722222,
725,63004871001,Mallincrodt Pharmaceuticals formerly Questcor Pharmaceuticals Inc,ACTHAR 07/1968 MKR,7/1/1968 0:00,Unspecified,A.C.T.H.,CHRONIC,INJECTABLES,1,5,9/1/2018,2018,9,1676,1843,16563,7778.4,0,0,2230.722222,
726,63004871001,Mallincrodt Pharmaceuticals formerly Questcor Pharmaceuticals Inc,ACTHAR 07/1968 MKR,7/1/1968 0:00,Unspecified,A.C.T.H.,CHRONIC,INJECTABLES,1,5,10/1/2018,2018,10,1944,1676,18507,7778.4,0,0,2230.722222,
727,63004871001,Mallincrodt Pharmaceuticals formerly Questcor Pharmaceuticals Inc,ACTHAR 07/1968 MKR,7/1/1968 0:00,Unspecified,A.C.T.H.,CHRONIC,INJECTABLES,1,5,11/1/2018,2018,11,1641,1944,20148,7778.4,0,0,2230.722222,
728,63004871001,Mallincrodt Pharmaceuticals formerly Questcor Pharmaceuticals Inc,ACTHAR 07/1968 MKR,7/1/1968 0:00,Unspecified,A.C.T.H.,CHRONIC,INJECTABLES,1,5,12/1/2018,2018,12,1610,1641,21758,7778.4,0,0,2230.722222,
729,63004871001,Mallincrodt Pharmaceuticals formerly Questcor Pharmaceuticals Inc,ACTHAR 07/1968 MKR,7/1/1968 0:00,Unspecified,A.C.T.H.,CHRONIC,INJECTABLES,1,5,1/1/2019,2019,1,1858,1610,1858,7778.4,0,0,2230.722222,
730,63004871001,Mallincrodt Pharmaceuticals formerly Questcor Pharmaceuticals Inc,ACTHAR 07/1968 MKR,7/1/1968 0:00,Unspecified,A.C.T.H.,CHRONIC,INJECTABLES,1,5,2/1/2019,2019,2,1824,1858,3682,7778.4,0,0,2230.722222,
731,63004871001,Mallincrodt Pharmaceuticals formerly Questcor Pharmaceuticals Inc,ACTHAR 07/1968 MKR,7/1/1968 0:00,Unspecified,A.C.T.H.,CHRONIC,INJECTABLES,1,5,3/1/2019,2019,3,1940,1824,5622,7778.4,0,0,2230.722222,
732,63004871001,Mallincrodt Pharmaceuticals formerly Questcor Pharmaceuticals Inc,ACTHAR 07/1968 MKR,7/1/1968 0:00,Unspecified,A.C.T.H.,CHRONIC,INJECTABLES,1,5,4/1/2019,2019,4,2109,1940,7731,7778.4,0,0,2230.722222,
733,63004871001,Mallincrodt Pharmaceuticals formerly Questcor Pharmaceuticals Inc,ACTHAR 07/1968 MKR,7/1/1968 0:00,Unspecified,A.C.T.H.,CHRONIC,INJECTABLES,1,5,5/1/2019,2019,5,2123,2109,9854,7778.4,0,0,2230.722222,
734,63004871001,Mallincrodt Pharmaceuticals formerly Questcor Pharmaceuticals Inc,ACTHAR 07/1968 MKR,7/1/1968 0:00,Unspecified,A.C.T.H.,CHRONIC,INJECTABLES,1,5,6/1/2019,2019,6,1789,2123,11643,7778.4,0,0,2230.722222,
