,Unnamed: 0,NDC,Manufacturer,Product,Product Launch Date,Estimated LOE Date,Major Class,Acute/Chronic,Prod Form,Pack Size,Pack Quantity,Date,Year,Month,TRx,Previous_TRx,TRx_cumulative,WAC,Pct_change,Changed,total_avg_TRx,Unnamed: 21,months_since_change
33,567,13551021001,Avadel Legacy Pharmaceuticals Inc.,ACIPHEX SPRINKLE 11/2013 CEO,11/1/2013 0:00,Unspecified,ANTI-ULCERANTS,CHRONIC,ORALS,1,30.0,2018-01-01,2018,1,154,157.0,154,17.425,0.0,0,191.5609756,,11.933333333333334
34,568,13551021001,Avadel Legacy Pharmaceuticals Inc.,ACIPHEX SPRINKLE 11/2013 CEO,11/1/2013 0:00,Unspecified,ANTI-ULCERANTS,CHRONIC,ORALS,1,30.0,2018-01-02,2018,2,159,154.0,313,17.425,0.0,0,191.5609756,,11.966666666666667
35,569,13551021001,Avadel Legacy Pharmaceuticals Inc.,ACIPHEX SPRINKLE 11/2013 CEO,11/1/2013 0:00,Unspecified,ANTI-ULCERANTS,CHRONIC,ORALS,1,30.0,2018-01-03,2018,3,125,159.0,438,18.296329999999998,0.050004590999999994,1,191.5609756,,12.0
36,570,13551021001,Avadel Legacy Pharmaceuticals Inc.,ACIPHEX SPRINKLE 11/2013 CEO,11/1/2013 0:00,Unspecified,ANTI-ULCERANTS,CHRONIC,ORALS,1,30.0,2018-01-04,2018,4,78,125.0,516,18.296329999999998,0.0,0,191.5609756,,0.03333333333333333
37,571,13551021001,Avadel Legacy Pharmaceuticals Inc.,ACIPHEX SPRINKLE 11/2013 CEO,11/1/2013 0:00,Unspecified,ANTI-ULCERANTS,CHRONIC,ORALS,1,30.0,2018-01-05,2018,5,37,78.0,553,18.296329999999998,0.0,0,191.5609756,,0.06666666666666667
38,572,13551021001,Avadel Legacy Pharmaceuticals Inc.,ACIPHEX SPRINKLE 11/2013 CEO,11/1/2013 0:00,Unspecified,ANTI-ULCERANTS,CHRONIC,ORALS,1,30.0,2018-01-06,2018,6,29,37.0,582,18.296329999999998,0.0,0,191.5609756,,0.1
39,573,13551021001,Avadel Legacy Pharmaceuticals Inc.,ACIPHEX SPRINKLE 11/2013 CEO,11/1/2013 0:00,Unspecified,ANTI-ULCERANTS,CHRONIC,ORALS,1,30.0,2018-01-07,2018,7,12,29.0,594,18.296329999999998,0.0,0,191.5609756,,0.13333333333333333
40,574,13551021001,Avadel Legacy Pharmaceuticals Inc.,ACIPHEX SPRINKLE 11/2013 CEO,11/1/2013 0:00,Unspecified,ANTI-ULCERANTS,CHRONIC,ORALS,1,30.0,2018-01-08,2018,8,25,12.0,619,18.296329999999998,0.0,0,191.5609756,,0.16666666666666666
41,676,63004871001,Mallincrodt Pharmaceuticals formerly Questcor Pharmaceuticals Inc,ACTHAR 07/1968 MKR,7/1/1968 0:00,Unspecified,A.C.T.H.,CHRONIC,INJECTABLES,1,5.0,2014-01-08,2014,8,2590,,2590,6325.2,,0,2230.722222,,0.0
42,677,63004871001,Mallincrodt Pharmaceuticals formerly Questcor Pharmaceuticals Inc,ACTHAR 07/1968 MKR,7/1/1968 0:00,Unspecified,A.C.T.H.,CHRONIC,INJECTABLES,1,5.0,2014-01-09,2014,9,2865,2590.0,5455,6325.2,0.0,0,2230.722222,,0.0
43,678,63004871001,Mallincrodt Pharmaceuticals formerly Questcor Pharmaceuticals Inc,ACTHAR 07/1968 MKR,7/1/1968 0:00,Unspecified,A.C.T.H.,CHRONIC,INJECTABLES,1,5.0,2014-01-10,2014,10,2656,2865.0,8111,6325.2,0.0,0,2230.722222,,0.0
44,679,63004871001,Mallincrodt Pharmaceuticals formerly Questcor Pharmaceuticals Inc,ACTHAR 07/1968 MKR,7/1/1968 0:00,Unspecified,A.C.T.H.,CHRONIC,INJECTABLES,1,5.0,2014-01-11,2014,11,2503,2656.0,10614,6325.2,0.0,0,2230.722222,,0.0
45,680,63004871001,Mallincrodt Pharmaceuticals formerly Questcor Pharmaceuticals Inc,ACTHAR 07/1968 MKR,7/1/1968 0:00,Unspecified,A.C.T.H.,CHRONIC,INJECTABLES,1,5.0,2014-01-12,2014,12,3078,2503.0,13692,6452.0,0.020046796999999998,1,2230.722222,,0.0
46,681,63004871001,Mallincrodt Pharmaceuticals formerly Questcor Pharmaceuticals Inc,ACTHAR 07/1968 MKR,7/1/1968 0:00,Unspecified,A.C.T.H.,CHRONIC,INJECTABLES,1,5.0,2015-01-01,2015,1,2031,3078.0,2031,6452.0,0.0,0,2230.722222,,11.8
47,682,63004871001,Mallincrodt Pharmaceuticals formerly Questcor Pharmaceuticals Inc,ACTHAR 07/1968 MKR,7/1/1968 0:00,Unspecified,A.C.T.H.,CHRONIC,INJECTABLES,1,5.0,2015-01-02,2015,2,2135,2031.0,4166,6452.0,0.0,0,2230.722222,,11.833333333333334
48,683,63004871001,Mallincrodt Pharmaceuticals formerly Questcor Pharmaceuticals Inc,ACTHAR 07/1968 MKR,7/1/1968 0:00,Unspecified,A.C.T.H.,CHRONIC,INJECTABLES,1,5.0,2015-01-03,2015,3,2693,2135.0,6859,6452.0,0.0,0,2230.722222,,11.866666666666667
49,684,63004871001,Mallincrodt Pharmaceuticals formerly Questcor Pharmaceuticals Inc,ACTHAR 07/1968 MKR,7/1/1968 0:00,Unspecified,A.C.T.H.,CHRONIC,INJECTABLES,1,5.0,2015-01-04,2015,4,2550,2693.0,9409,6452.0,0.0,0,2230.722222,,11.9
50,685,63004871001,Mallincrodt Pharmaceuticals formerly Questcor Pharmaceuticals Inc,ACTHAR 07/1968 MKR,7/1/1968 0:00,Unspecified,A.C.T.H.,CHRONIC,INJECTABLES,1,5.0,2015-01-05,2015,5,2205,2550.0,11614,6452.0,0.0,0,2230.722222,,11.933333333333334
51,686,63004871001,Mallincrodt Pharmaceuticals formerly Questcor Pharmaceuticals Inc,ACTHAR 07/1968 MKR,7/1/1968 0:00,Unspecified,A.C.T.H.,CHRONIC,INJECTABLES,1,5.0,2015-01-06,2015,6,2650,2205.0,14264,6806.8,0.054990700999999996,1,2230.722222,,11.966666666666667
52,687,63004871001,Mallincrodt Pharmaceuticals formerly Questcor Pharmaceuticals Inc,ACTHAR 07/1968 MKR,7/1/1968 0:00,Unspecified,A.C.T.H.,CHRONIC,INJECTABLES,1,5.0,2015-01-07,2015,7,2274,2650.0,16538,6806.8,0.0,0,2230.722222,,0.03333333333333333
53,688,63004871001,Mallincrodt Pharmaceuticals formerly Questcor Pharmaceuticals Inc,ACTHAR 07/1968 MKR,7/1/1968 0:00,Unspecified,A.C.T.H.,CHRONIC,INJECTABLES,1,5.0,2015-01-08,2015,8,2449,2274.0,18987,6806.8,0.0,0,2230.722222,,0.06666666666666667
54,689,63004871001,Mallincrodt Pharmaceuticals formerly Questcor Pharmaceuticals Inc,ACTHAR 07/1968 MKR,7/1/1968 0:00,Unspecified,A.C.T.H.,CHRONIC,INJECTABLES,1,5.0,2015-01-09,2015,9,2531,2449.0,21518,6806.8,0.0,0,2230.722222,,0.1
55,690,63004871001,Mallincrodt Pharmaceuticals formerly Questcor Pharmaceuticals Inc,ACTHAR 07/1968 MKR,7/1/1968 0:00,Unspecified,A.C.T.H.,CHRONIC,INJECTABLES,1,5.0,2015-01-10,2015,10,2383,2531.0,23901,6806.8,0.0,0,2230.722222,,0.13333333333333333
56,691,63004871001,Mallincrodt Pharmaceuticals formerly Questcor Pharmaceuticals Inc,ACTHAR 07/1968 MKR,7/1/1968 0:00,Unspecified,A.C.T.H.,CHRONIC,INJECTABLES,1,5.0,2015-01-11,2015,11,2295,2383.0,26196,6806.8,0.0,0,2230.722222,,0.16666666666666666
57,692,63004871001,Mallincrodt Pharmaceuticals formerly Questcor Pharmaceuticals Inc,ACTHAR 07/1968 MKR,7/1/1968 0:00,Unspecified,A.C.T.H.,CHRONIC,INJECTABLES,1,5.0,2015-01-12,2015,12,2572,2295.0,28768,6806.8,0.0,0,2230.722222,,0.2
58,693,63004871001,Mallincrodt Pharmaceuticals formerly Questcor Pharmaceuticals Inc,ACTHAR 07/1968 MKR,7/1/1968 0:00,Unspecified,A.C.T.H.,CHRONIC,INJECTABLES,1,5.0,2016-01-01,2016,1,1858,2572.0,1858,6806.8,0.0,0,2230.722222,,12.0
59,694,63004871001,Mallincrodt Pharmaceuticals formerly Questcor Pharmaceuticals Inc,ACTHAR 07/1968 MKR,7/1/1968 0:00,Unspecified,A.C.T.H.,CHRONIC,INJECTABLES,1,5.0,2016-01-02,2016,2,2311,1858.0,4169,6806.8,0.0,0,2230.722222,,12.033333333333333
60,695,63004871001,Mallincrodt Pharmaceuticals formerly Questcor Pharmaceuticals Inc,ACTHAR 07/1968 MKR,7/1/1968 0:00,Unspecified,A.C.T.H.,CHRONIC,INJECTABLES,1,5.0,2016-01-03,2016,3,2924,2311.0,7093,6806.8,0.0,0,2230.722222,,12.066666666666666
61,696,63004871001,Mallincrodt Pharmaceuticals formerly Questcor Pharmaceuticals Inc,ACTHAR 07/1968 MKR,7/1/1968 0:00,Unspecified,A.C.T.H.,CHRONIC,INJECTABLES,1,5.0,2016-01-04,2016,4,2537,2924.0,9630,6806.8,0.0,0,2230.722222,,12.1
62,697,63004871001,Mallincrodt Pharmaceuticals formerly Questcor Pharmaceuticals Inc,ACTHAR 07/1968 MKR,7/1/1968 0:00,Unspecified,A.C.T.H.,CHRONIC,INJECTABLES,1,5.0,2016-01-05,2016,5,2674,2537.0,12304,6806.8,0.0,0,2230.722222,,12.133333333333333
63,698,63004871001,Mallincrodt Pharmaceuticals formerly Questcor Pharmaceuticals Inc,ACTHAR 07/1968 MKR,7/1/1968 0:00,Unspecified,A.C.T.H.,CHRONIC,INJECTABLES,1,5.0,2016-01-06,2016,6,2860,2674.0,15164,6806.8,0.0,0,2230.722222,,12.166666666666666
64,699,63004871001,Mallincrodt Pharmaceuticals formerly Questcor Pharmaceuticals Inc,ACTHAR 07/1968 MKR,7/1/1968 0:00,Unspecified,A.C.T.H.,CHRONIC,INJECTABLES,1,5.0,2016-01-07,2016,7,2814,2860.0,17978,6806.8,0.0,0,2230.722222,,12.2
65,700,63004871001,Mallincrodt Pharmaceuticals formerly Questcor Pharmaceuticals Inc,ACTHAR 07/1968 MKR,7/1/1968 0:00,Unspecified,A.C.T.H.,CHRONIC,INJECTABLES,1,5.0,2016-01-08,2016,8,3294,2814.0,21272,6806.8,0.0,0,2230.722222,,12.233333333333333
66,701,63004871001,Mallincrodt Pharmaceuticals formerly Questcor Pharmaceuticals Inc,ACTHAR 07/1968 MKR,7/1/1968 0:00,Unspecified,A.C.T.H.,CHRONIC,INJECTABLES,1,5.0,2016-01-09,2016,9,3184,3294.0,24456,6806.8,0.0,0,2230.722222,,12.266666666666667
67,702,63004871001,Mallincrodt Pharmaceuticals formerly Questcor Pharmaceuticals Inc,ACTHAR 07/1968 MKR,7/1/1968 0:00,Unspecified,A.C.T.H.,CHRONIC,INJECTABLES,1,5.0,2016-01-10,2016,10,2736,3184.0,27192,6806.8,0.0,0,2230.722222,,12.3
68,703,63004871001,Mallincrodt Pharmaceuticals formerly Questcor Pharmaceuticals Inc,ACTHAR 07/1968 MKR,7/1/1968 0:00,Unspecified,A.C.T.H.,CHRONIC,INJECTABLES,1,5.0,2016-01-11,2016,11,3075,2736.0,30267,6806.8,0.0,0,2230.722222,,12.333333333333334
69,704,63004871001,Mallincrodt Pharmaceuticals formerly Questcor Pharmaceuticals Inc,ACTHAR 07/1968 MKR,7/1/1968 0:00,Unspecified,A.C.T.H.,CHRONIC,INJECTABLES,1,5.0,2016-01-12,2016,12,3064,3075.0,33331,6806.8,0.0,0,2230.722222,,12.366666666666667
70,705,63004871001,Mallincrodt Pharmaceuticals formerly Questcor Pharmaceuticals Inc,ACTHAR 07/1968 MKR,7/1/1968 0:00,Unspecified,A.C.T.H.,CHRONIC,INJECTABLES,1,5.0,2017-01-01,2017,1,2519,3064.0,2519,6806.8,0.0,0,2230.722222,,24.2
71,706,63004871001,Mallincrodt Pharmaceuticals formerly Questcor Pharmaceuticals Inc,ACTHAR 07/1968 MKR,7/1/1968 0:00,Unspecified,A.C.T.H.,CHRONIC,INJECTABLES,1,5.0,2017-01-02,2017,2,2292,2519.0,4811,7276.4,0.068989834,1,2230.722222,,24.233333333333334
72,707,63004871001,Mallincrodt Pharmaceuticals formerly Questcor Pharmaceuticals Inc,ACTHAR 07/1968 MKR,7/1/1968 0:00,Unspecified,A.C.T.H.,CHRONIC,INJECTABLES,1,5.0,2017-01-03,2017,3,2648,2292.0,7459,7276.4,0.0,0,2230.722222,,0.03333333333333333
73,708,63004871001,Mallincrodt Pharmaceuticals formerly Questcor Pharmaceuticals Inc,ACTHAR 07/1968 MKR,7/1/1968 0:00,Unspecified,A.C.T.H.,CHRONIC,INJECTABLES,1,5.0,2017-01-04,2017,4,2377,2648.0,9836,7276.4,0.0,0,2230.722222,,0.06666666666666667
74,709,63004871001,Mallincrodt Pharmaceuticals formerly Questcor Pharmaceuticals Inc,ACTHAR 07/1968 MKR,7/1/1968 0:00,Unspecified,A.C.T.H.,CHRONIC,INJECTABLES,1,5.0,2017-01-05,2017,5,2698,2377.0,12534,7276.4,0.0,0,2230.722222,,0.1
75,710,63004871001,Mallincrodt Pharmaceuticals formerly Questcor Pharmaceuticals Inc,ACTHAR 07/1968 MKR,7/1/1968 0:00,Unspecified,A.C.T.H.,CHRONIC,INJECTABLES,1,5.0,2017-01-06,2017,6,2613,2698.0,15147,7276.4,0.0,0,2230.722222,,0.13333333333333333
76,711,63004871001,Mallincrodt Pharmaceuticals formerly Questcor Pharmaceuticals Inc,ACTHAR 07/1968 MKR,7/1/1968 0:00,Unspecified,A.C.T.H.,CHRONIC,INJECTABLES,1,5.0,2017-01-07,2017,7,2286,2613.0,17433,7276.4,0.0,0,2230.722222,,0.16666666666666666
77,712,63004871001,Mallincrodt Pharmaceuticals formerly Questcor Pharmaceuticals Inc,ACTHAR 07/1968 MKR,7/1/1968 0:00,Unspecified,A.C.T.H.,CHRONIC,INJECTABLES,1,5.0,2017-01-08,2017,8,2461,2286.0,19894,7276.4,0.0,0,2230.722222,,0.2
78,713,63004871001,Mallincrodt Pharmaceuticals formerly Questcor Pharmaceuticals Inc,ACTHAR 07/1968 MKR,7/1/1968 0:00,Unspecified,A.C.T.H.,CHRONIC,INJECTABLES,1,5.0,2017-01-09,2017,9,2079,2461.0,21973,7276.4,0.0,0,2230.722222,,0.23333333333333334
79,714,63004871001,Mallincrodt Pharmaceuticals formerly Questcor Pharmaceuticals Inc,ACTHAR 07/1968 MKR,7/1/1968 0:00,Unspecified,A.C.T.H.,CHRONIC,INJECTABLES,1,5.0,2017-01-10,2017,10,2351,2079.0,24324,7276.4,0.0,0,2230.722222,,0.26666666666666666
80,715,63004871001,Mallincrodt Pharmaceuticals formerly Questcor Pharmaceuticals Inc,ACTHAR 07/1968 MKR,7/1/1968 0:00,Unspecified,A.C.T.H.,CHRONIC,INJECTABLES,1,5.0,2017-01-11,2017,11,2208,2351.0,26532,7276.4,0.0,0,2230.722222,,0.3
81,716,63004871001,Mallincrodt Pharmaceuticals formerly Questcor Pharmaceuticals Inc,ACTHAR 07/1968 MKR,7/1/1968 0:00,Unspecified,A.C.T.H.,CHRONIC,INJECTABLES,1,5.0,2017-01-12,2017,12,2199,2208.0,28731,7276.4,0.0,0,2230.722222,,0.3333333333333333
82,717,63004871001,Mallincrodt Pharmaceuticals formerly Questcor Pharmaceuticals Inc,ACTHAR 07/1968 MKR,7/1/1968 0:00,Unspecified,A.C.T.H.,CHRONIC,INJECTABLES,1,5.0,2018-01-01,2018,1,2106,2199.0,2106,7276.4,0.0,0,2230.722222,,12.133333333333333
83,718,63004871001,Mallincrodt Pharmaceuticals formerly Questcor Pharmaceuticals Inc,ACTHAR 07/1968 MKR,7/1/1968 0:00,Unspecified,A.C.T.H.,CHRONIC,INJECTABLES,1,5.0,2018-01-02,2018,2,1588,2106.0,3694,7778.4,0.06899016,1,2230.722222,,12.166666666666666
84,719,63004871001,Mallincrodt Pharmaceuticals formerly Questcor Pharmaceuticals Inc,ACTHAR 07/1968 MKR,7/1/1968 0:00,Unspecified,A.C.T.H.,CHRONIC,INJECTABLES,1,5.0,2018-01-03,2018,3,1793,1588.0,5487,7778.4,0.0,0,2230.722222,,0.03333333333333333
85,720,63004871001,Mallincrodt Pharmaceuticals formerly Questcor Pharmaceuticals Inc,ACTHAR 07/1968 MKR,7/1/1968 0:00,Unspecified,A.C.T.H.,CHRONIC,INJECTABLES,1,5.0,2018-01-04,2018,4,1856,1793.0,7343,7778.4,0.0,0,2230.722222,,0.06666666666666667
86,721,63004871001,Mallincrodt Pharmaceuticals formerly Questcor Pharmaceuticals Inc,ACTHAR 07/1968 MKR,7/1/1968 0:00,Unspecified,A.C.T.H.,CHRONIC,INJECTABLES,1,5.0,2018-01-05,2018,5,1945,1856.0,9288,7778.4,0.0,0,2230.722222,,0.1
87,722,63004871001,Mallincrodt Pharmaceuticals formerly Questcor Pharmaceuticals Inc,ACTHAR 07/1968 MKR,7/1/1968 0:00,Unspecified,A.C.T.H.,CHRONIC,INJECTABLES,1,5.0,2018-01-06,2018,6,1895,1945.0,11183,7778.4,0.0,0,2230.722222,,0.13333333333333333
88,723,63004871001,Mallincrodt Pharmaceuticals formerly Questcor Pharmaceuticals Inc,ACTHAR 07/1968 MKR,7/1/1968 0:00,Unspecified,A.C.T.H.,CHRONIC,INJECTABLES,1,5.0,2018-01-07,2018,7,1861,1895.0,13044,7778.4,0.0,0,2230.722222,,0.16666666666666666
