Date,Major Class,Class_wght_pct_change_y/y
2015_08,MULTIPLE SCLEROSIS,0.10192042158750943
2015_08,"NASAL PREPS, TOPICAL",0.2264463745644267
2015_08,NERVOUS SYSTEM DISORDERS,0.17549355316022502
2015_08,OCULAR ANTINEOVASCULARISATION,0.0
2015_08,ONCOLOGICS,0.09210799405739094
2015_08,"OPHTHALMOLOGY, GENERAL",0.2172896297779836
2015_08,OSTEOPOROSIS,0.30085732588188663
2015_08,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,0.08141998073607937
2015_08,OTHER CARDIOVASCULARS,0.12922964112392826
2015_08,OTHER CNS,0.10216048960775284
2015_08,OTHER HAEMATOLOGICALS,0.12230145442631238
2015_08,OTHER HORMONES,0.31488817047115963
2015_08,PAIN,0.1794635423351852
2015_08,RESPIRATORY AGENTS,0.07900134166046789
2015_08,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",0.21927091155806405
2015_08,SYST ANTIFUNGALS,0.057454501772365114
2015_08,THROMBOPOIETIN AGONISTS,0.03999257333828443
2015_08,THYROID ANTI-THYROID AND IODINE PREPS,0.11317077950192783
2015_08,URINARY INCONTINENCE,0.12001986440642413
2015_08,"VACCINES (PURE, COMB, OTHER)",0.09060804492698879
2015_08,VIRAL HEPATITIS,0.0033607921409632806
2015_08,VITAMINS & MINERALS,0.0
2015_09,A.C.T.H.,0.07613988490482515
2015_09,ADHD,0.16501926401186393
2015_09,ALL OTHER THERAPEUTICS,0.23832048380055218
2015_09,ALL OTHER UROLOGICAL,0.1039670809965946
2015_09,"ALLERGY, SYSTEMIC & NASAL",0.0962175537582214
2015_09,ANTI-ALZHEIMERS,0.146244083853172
2015_09,"ANTI-ANAEMICS, IRON AND ALL COMBINATIONS",0.010089683938710431
2015_09,ANTI-INFLAMMATORY AND DIGESTIVE ENZYMES AND MODULA,0.06899698138875511
2015_09,"ANTI-PARASITICS, ANTIMALARIALS, INSECTICIDES",0.34416288395684913
2015_09,ANTI-ULCERANTS,0.27365229726928386
2015_09,ANTIBACTERIALS,0.1905377495535247
2015_09,ANTICOAGULANTS,0.15518627011132008
2015_09,ANTIDIABETICS,0.15463486958420652
2015_09,ANTIGOUT PREPS,0.09899774770468528
2015_09,"ANTIHYPERTENSIVES, PLAIN & COMBO",0.19004511118818593
2015_09,ANTITUBERCULARS,0.1533474792276997
2015_09,"ANTIVIRALS, HERPES",0.19031891242655996
2015_09,BLOOD COAGULATION,1.617851753503045
2015_09,BPH (BENIGN PROSTATIC HYPERTROPHY),0.18737416820315575
2015_09,"CANCER DETOX AG, ANTI-NAUSEANTS",0.18522573407301282
2015_09,"CORTICOSTEROIDS, PLAIN & COMBO",0.12307793663053684
2015_09,"COUGH COLD, INCL FLU ANTIVIRALS",0.0898737665684164
2015_09,DERMATOLOGICS,0.16994596902780193
2015_09,DIAGNOSTIC EQUIP & ACCESSORIES & ALLERGEN TESTS,0.014996870135579925
2015_09,DIETETICS,0.052850210831649314
2015_09,EAR TREATMENTS&EYE-EAR COMBOS,0.3008776741634667
2015_09,ERECTILE DYSFUNCTION,0.2008679611704242
2015_09,ERYTHROPOIETINS,0.04954123747977711
2015_09,GENITO-URINARY ANTIBACTERIALS & ANTISEPTICS & ANTI,0.15675323733179986
2015_09,GI PRODUCTS,0.20685409925990794
2015_09,GROWTH HORMONES,0.0
2015_09,HEMATOPOIETIC GROWTH FACTORS,0.09314018036567216
2015_09,HIV ANTIVIRALS,0.06604501901326944
2015_09,"HORMONAL CONTRACEPTION, SYSTEMIC&TOPICAL",0.1074140381298648
2015_09,HYPOTHALAMIC HORMONES,0.12757424351367103
2015_09,IMMUNOLOGY,0.20857457495916487
2015_09,IMMUNOSUPPRESSANTS,0.14158258727260944
2015_09,"INTERFERONS, EXCL MS MARKET",0.06000045458951403
2015_09,J07D6 TUBERCULOSIS VACCINES,0.0
2015_09,LABOUR INDUCERS,0.7849553761155971
2015_09,LIPID REGULATORS,0.1718585769888395
2015_09,MENTAL HEALTH,0.10131246032827214
2015_09,MIOTICS+ANTIGLAUCOMA PREPS,0.20452804072018238
2015_09,MULTIPLE SCLEROSIS,0.10618076226958718
2015_09,"NASAL PREPS, TOPICAL",0.21783003022866917
2015_09,NERVOUS SYSTEM DISORDERS,0.1866150552693166
2015_09,OCULAR ANTINEOVASCULARISATION,0.0
2015_09,ONCOLOGICS,0.0991992020438809
2015_09,"OPHTHALMOLOGY, GENERAL",0.2166228823254322
2015_09,OSTEOPOROSIS,0.3013017176473256
2015_09,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,0.08053176546378671
2015_09,OTHER CARDIOVASCULARS,0.12422825454568756
2015_09,OTHER CNS,0.09065989037621854
2015_09,OTHER HAEMATOLOGICALS,0.12661495950466395
2015_09,OTHER HORMONES,0.28923622973481883
2015_09,PAIN,0.15896771941783577
2015_09,RESPIRATORY AGENTS,0.07773703573268531
2015_09,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",0.1372391112181739
2015_09,SYST ANTIFUNGALS,0.06406821549961653
2015_09,THROMBOPOIETIN AGONISTS,0.08161901225399193
2015_09,THYROID ANTI-THYROID AND IODINE PREPS,0.11317771251869438
2015_09,URINARY INCONTINENCE,0.11950640562084999
2015_09,"VACCINES (PURE, COMB, OTHER)",0.10219202125479454
2015_09,VIRAL HEPATITIS,0.0035858426631342924
2015_09,VITAMINS & MINERALS,0.0
2015_10,A.C.T.H.,0.07613988490482515
2015_10,ADHD,0.16497970280004948
2015_10,ALL OTHER THERAPEUTICS,0.23965517875892367
2015_10,ALL OTHER UROLOGICAL,0.1405562018155385
2015_10,"ALLERGY, SYSTEMIC & NASAL",0.0403625956995876
2015_10,ANTI-ALZHEIMERS,0.10633773256245126
2015_10,"ANTI-ANAEMICS, IRON AND ALL COMBINATIONS",0.009321265520942593
2015_10,ANTI-INFLAMMATORY AND DIGESTIVE ENZYMES AND MODULA,0.0689965089870662
2015_10,"ANTI-PARASITICS, ANTIMALARIALS, INSECTICIDES",0.579137638209352
2015_10,ANTI-ULCERANTS,0.27351874767880346
2015_10,ANTIBACTERIALS,0.14918604851506945
2015_10,ANTICOAGULANTS,0.15568176328699865
2015_10,ANTIDIABETICS,0.15493835046833676
2015_10,ANTIGOUT PREPS,0.0989977477046853
2015_10,"ANTIHYPERTENSIVES, PLAIN & COMBO",0.1924515577915733
2015_10,ANTITUBERCULARS,0.15681553310170868
2015_10,"ANTIVIRALS, HERPES",0.19452892872335767
2015_10,BLOOD COAGULATION,1.0129024082719933
2015_10,BPH (BENIGN PROSTATIC HYPERTROPHY),0.18712062190546905
2015_10,"CANCER DETOX AG, ANTI-NAUSEANTS",0.18535958264624258
2015_10,"CORTICOSTEROIDS, PLAIN & COMBO",0.12525153664552688
2015_10,"COUGH COLD, INCL FLU ANTIVIRALS",0.0898880282705076
2015_10,DERMATOLOGICS,0.16797743440671406
2015_10,DIAGNOSTIC EQUIP & ACCESSORIES & ALLERGEN TESTS,0.008466919416148695
2015_10,DIETETICS,0.052850210831649314
2015_10,EAR TREATMENTS&EYE-EAR COMBOS,0.18812625250501006
2015_10,ERECTILE DYSFUNCTION,0.20091129991936807
2015_10,ERYTHROPOIETINS,0.049540859333101525
2015_10,GENITO-URINARY ANTIBACTERIALS & ANTISEPTICS & ANTI,0.15386512218179746
2015_10,GI PRODUCTS,0.23459451661686878
2015_10,GROWTH HORMONES,0.10823250689572757
2015_10,HEMATOPOIETIC GROWTH FACTORS,0.09270824536457535
2015_10,HIV ANTIVIRALS,0.06586967470432405
2015_10,"HORMONAL CONTRACEPTION, SYSTEMIC&TOPICAL",0.10732321349882067
2015_10,HYPOTHALAMIC HORMONES,0.12709342876651927
2015_10,IMMUNOLOGY,0.20902237214416597
2015_10,IMMUNOSUPPRESSANTS,0.14203038272234594
2015_10,"INTERFERONS, EXCL MS MARKET",0.12359675905082568
2015_10,J07D6 TUBERCULOSIS VACCINES,0.0
2015_10,LABOUR INDUCERS,0.3999999999999999
2015_10,LIPID REGULATORS,0.17176640027187842
2015_10,MENTAL HEALTH,0.0977049269696918
2015_10,MIOTICS+ANTIGLAUCOMA PREPS,0.1999754770994022
2015_10,MULTIPLE SCLEROSIS,0.09810302880568578
2015_10,"NASAL PREPS, TOPICAL",0.22097554161955876
2015_10,NERVOUS SYSTEM DISORDERS,0.18572522917446582
2015_10,OCULAR ANTINEOVASCULARISATION,0.0
2015_10,ONCOLOGICS,0.10109439725705523
2015_10,"OPHTHALMOLOGY, GENERAL",0.152846907488623
2015_10,OSTEOPOROSIS,0.30228211159095
2015_10,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,0.08042442878383524
2015_10,OTHER CARDIOVASCULARS,0.14570467249054375
2015_10,OTHER CNS,0.08033632032477825
2015_10,OTHER HAEMATOLOGICALS,0.12739019992207035
2015_10,OTHER HORMONES,0.23612930748935282
2015_10,PAIN,0.1747182572604424
2015_10,RESPIRATORY AGENTS,0.0778948371007795
2015_10,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",0.13510954867607897
2015_10,SYST ANTIFUNGALS,0.05988549513240093
2015_10,THROMBOPOIETIN AGONISTS,0.08161901225399193
2015_10,THYROID ANTI-THYROID AND IODINE PREPS,0.1655622772720403
2015_10,URINARY INCONTINENCE,0.17145916337002517
2015_10,"VACCINES (PURE, COMB, OTHER)",0.1065340839160704
2015_10,VIRAL HEPATITIS,0.0029518166620703897
2015_10,VITAMINS & MINERALS,0.0
2015_11,A.C.T.H.,0.07613988490482515
2015_11,ADHD,0.16510738016292908
2015_11,ALL OTHER THERAPEUTICS,0.16516695710020415
2015_11,ALL OTHER UROLOGICAL,0.13603064770852272
2015_11,"ALLERGY, SYSTEMIC & NASAL",0.04173235041305719
2015_11,ANTI-ALZHEIMERS,0.10485760427577788
2015_11,"ANTI-ANAEMICS, IRON AND ALL COMBINATIONS",0.01067258432641766
2015_11,ANTI-INFLAMMATORY AND DIGESTIVE ENZYMES AND MODULA,0.06899654990792496
2015_11,"ANTI-PARASITICS, ANTIMALARIALS, INSECTICIDES",0.576365584469514
2015_11,ANTI-ULCERANTS,0.2674198253698187
2015_11,ANTIBACTERIALS,0.14823338197915414
2015_11,ANTICOAGULANTS,0.1555175320982567
2015_11,ANTIDIABETICS,0.09469453326939613
2015_11,ANTIGOUT PREPS,0.09899774770468528
2015_11,"ANTIHYPERTENSIVES, PLAIN & COMBO",0.1886683815192235
2015_11,ANTITUBERCULARS,0.14764676828974468
2015_11,"ANTIVIRALS, HERPES",0.19775231185841186
2015_11,BLOOD COAGULATION,0.8302704092896931
2015_11,BPH (BENIGN PROSTATIC HYPERTROPHY),0.1865030743484316
2015_11,"CANCER DETOX AG, ANTI-NAUSEANTS",0.18559272873663596
2015_11,"CORTICOSTEROIDS, PLAIN & COMBO",0.12630957687745598
2015_11,"COUGH COLD, INCL FLU ANTIVIRALS",0.08991306008589922
2015_11,DERMATOLOGICS,0.1667796577662832
2015_11,DIAGNOSTIC EQUIP & ACCESSORIES & ALLERGEN TESTS,0.016561590137280067
2015_11,DIETETICS,0.21076585121841585
2015_11,EAR TREATMENTS&EYE-EAR COMBOS,0.18812625250501006
2015_11,ERECTILE DYSFUNCTION,0.2009508130708121
2015_11,ERYTHROPOIETINS,0.04955287189297994
2015_11,GENITO-URINARY ANTIBACTERIALS & ANTISEPTICS & ANTI,0.15249492973541598
2015_11,GI PRODUCTS,0.23380078306374968
2015_11,GROWTH HORMONES,0.10231704170848772
2015_11,HEMATOPOIETIC GROWTH FACTORS,0.09283316874089768
2015_11,HIV ANTIVIRALS,0.06565746790861854
2015_11,"HORMONAL CONTRACEPTION, SYSTEMIC&TOPICAL",0.10796306705605138
2015_11,HYPOTHALAMIC HORMONES,0.12723018245097453
2015_11,IMMUNOLOGY,0.15438595460746365
2015_11,IMMUNOSUPPRESSANTS,0.13986862009590614
2015_11,"INTERFERONS, EXCL MS MARKET",0.12359624044683157
2015_11,J07D6 TUBERCULOSIS VACCINES,0.0
2015_11,LABOUR INDUCERS,0.3999999999999999
2015_11,LIPID REGULATORS,0.17166247075220908
2015_11,MENTAL HEALTH,0.09648848721277614
2015_11,MIOTICS+ANTIGLAUCOMA PREPS,0.19993387009664726
2015_11,MULTIPLE SCLEROSIS,0.09358758497124116
2015_11,"NASAL PREPS, TOPICAL",0.22311121001525977
2015_11,NERVOUS SYSTEM DISORDERS,0.175767894291439
2015_11,OCULAR ANTINEOVASCULARISATION,0.0
2015_11,ONCOLOGICS,0.10096553377187299
2015_11,"OPHTHALMOLOGY, GENERAL",0.15235389402774854
2015_11,OSTEOPOROSIS,0.30263525779557854
2015_11,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,0.0783484232488103
2015_11,OTHER CARDIOVASCULARS,0.14270550732328005
2015_11,OTHER CNS,0.0787607660196614
2015_11,OTHER HAEMATOLOGICALS,0.12407183537361637
2015_11,OTHER HORMONES,0.2834929656450063
2015_11,PAIN,0.1740695310820675
2015_11,RESPIRATORY AGENTS,0.07788874208581022
2015_11,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",0.13357975006468178
2015_11,SYST ANTIFUNGALS,0.0707341850258011
2015_11,THROMBOPOIETIN AGONISTS,0.08161901225399193
2015_11,THYROID ANTI-THYROID AND IODINE PREPS,0.1270019962404903
2015_11,URINARY INCONTINENCE,0.1705384703207853
2015_11,"VACCINES (PURE, COMB, OTHER)",0.05751923458479942
2015_11,VIRAL HEPATITIS,0.002758086978491194
2015_11,VITAMINS & MINERALS,0.0
2015_12,A.C.T.H.,0.05499070055796662
2015_12,ADHD,0.15536774461649328
2015_12,ALL OTHER THERAPEUTICS,0.16483701225074282
2015_12,ALL OTHER UROLOGICAL,0.19778864152789127
2015_12,"ALLERGY, SYSTEMIC & NASAL",0.04406874444828661
2015_12,ANTI-ALZHEIMERS,0.10475367940511518
2015_12,"ANTI-ANAEMICS, IRON AND ALL COMBINATIONS",0.006360797586383956
2015_12,ANTI-INFLAMMATORY AND DIGESTIVE ENZYMES AND MODULA,0.11358785363925875
2015_12,"ANTI-PARASITICS, ANTIMALARIALS, INSECTICIDES",0.5796020326539822
2015_12,ANTI-ULCERANTS,0.2389106755390582
2015_12,ANTIBACTERIALS,0.1513269911071575
2015_12,ANTICOAGULANTS,0.07882289744558502
2015_12,ANTIDIABETICS,0.12003681469710399
2015_12,ANTIGOUT PREPS,0.0989975077744679
2015_12,"ANTIHYPERTENSIVES, PLAIN & COMBO",0.1859783186000965
2015_12,ANTITUBERCULARS,0.15302705964709215
2015_12,"ANTIVIRALS, HERPES",0.19949552422962658
2015_12,BLOOD COAGULATION,0.5954785870349031
2015_12,BPH (BENIGN PROSTATIC HYPERTROPHY),0.1857216489435553
2015_12,"CANCER DETOX AG, ANTI-NAUSEANTS",0.18563727674110247
2015_12,"CORTICOSTEROIDS, PLAIN & COMBO",0.12546341119868645
2015_12,"COUGH COLD, INCL FLU ANTIVIRALS",0.08992031574828385
2015_12,DERMATOLOGICS,0.16477423307737987
2015_12,DIAGNOSTIC EQUIP & ACCESSORIES & ALLERGEN TESTS,0.027495752535983787
2015_12,DIETETICS,0.21076585121841585
2015_12,EAR TREATMENTS&EYE-EAR COMBOS,0.18812625250501006
2015_12,ERECTILE DYSFUNCTION,0.20119282887326978
2015_12,ERYTHROPOIETINS,0.049530446227987496
2015_12,GENITO-URINARY ANTIBACTERIALS & ANTISEPTICS & ANTI,0.15162400450417504
2015_12,GI PRODUCTS,0.23411556957343188
2015_12,GROWTH HORMONES,0.10670449065309782
2015_12,HEMATOPOIETIC GROWTH FACTORS,0.09316482862045106
2015_12,HIV ANTIVIRALS,0.06566308752046293
2015_12,"HORMONAL CONTRACEPTION, SYSTEMIC&TOPICAL",0.0958900618949546
2015_12,HYPOTHALAMIC HORMONES,0.15232587450946256
2015_12,IMMUNOLOGY,0.16780752380117017
2015_12,IMMUNOSUPPRESSANTS,0.13958057092418583
2015_12,"INTERFERONS, EXCL MS MARKET",0.1235961341743377
2015_12,J07D6 TUBERCULOSIS VACCINES,0.0
2015_12,LABOUR INDUCERS,0.3999999999999999
2015_12,LIPID REGULATORS,0.169243235007945
2015_12,MENTAL HEALTH,0.0950073257958103
2015_12,MIOTICS+ANTIGLAUCOMA PREPS,0.19977094573098855
2015_12,MULTIPLE SCLEROSIS,0.09541702098453116
2015_12,"NASAL PREPS, TOPICAL",0.22273496552723288
2015_12,NERVOUS SYSTEM DISORDERS,0.17653467564444064
2015_12,OCULAR ANTINEOVASCULARISATION,0.0
2015_12,ONCOLOGICS,0.09733342008815817
2015_12,"OPHTHALMOLOGY, GENERAL",0.14806376184530706
2015_12,OSTEOPOROSIS,0.3159120135378437
2015_12,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,0.08199474658048127
2015_12,OTHER CARDIOVASCULARS,0.1742823373813316
2015_12,OTHER CNS,0.0762752961483169
2015_12,OTHER HAEMATOLOGICALS,0.12556687052990367
2015_12,OTHER HORMONES,0.291131976877251
2015_12,PAIN,0.17351145331882367
2015_12,RESPIRATORY AGENTS,0.07778839173244281
2015_12,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",0.13678956830391892
2015_12,SYST ANTIFUNGALS,0.10319735746964434
2015_12,THROMBOPOIETIN AGONISTS,0.08161901225399193
2015_12,THYROID ANTI-THYROID AND IODINE PREPS,0.15028105889995982
2015_12,URINARY INCONTINENCE,0.16968283375075835
2015_12,"VACCINES (PURE, COMB, OTHER)",0.06005436666212334
2015_12,VIRAL HEPATITIS,7.235899633052709e-05
2015_12,VITAMINS & MINERALS,0.0
2016_01,A.C.T.H.,0.05499070055796662
2016_01,ADHD,0.15170032650581705
2016_01,ALL OTHER THERAPEUTICS,0.15956747257711118
2016_01,ALL OTHER UROLOGICAL,0.10921478220794628
2016_01,"ALLERGY, SYSTEMIC & NASAL",0.04234932483815605
2016_01,ANTI-ALZHEIMERS,0.20958476520637392
2016_01,"ANTI-ANAEMICS, IRON AND ALL COMBINATIONS",0.007749537412912922
2016_01,ANTI-INFLAMMATORY AND DIGESTIVE ENZYMES AND MODULA,0.04179004909593935
2016_01,"ANTI-PARASITICS, ANTIMALARIALS, INSECTICIDES",0.5791829743443582
2016_01,ANTI-ULCERANTS,0.23979841390989473
2016_01,ANTIBACTERIALS,0.18542081041614708
2016_01,ANTICOAGULANTS,0.07752939118304371
2016_01,ANTIDIABETICS,0.1097070044170274
2016_01,ANTIGOUT PREPS,0.15393488865350435
2016_01,"ANTIHYPERTENSIVES, PLAIN & COMBO",0.17587867285711584
2016_01,ANTITUBERCULARS,0.16174681018469622
2016_01,"ANTIVIRALS, HERPES",0.23817806963575924
2016_01,BLOOD COAGULATION,0.4521527662522142
2016_01,BPH (BENIGN PROSTATIC HYPERTROPHY),0.09971366369902279
2016_01,"CANCER DETOX AG, ANTI-NAUSEANTS",0.18386818135000277
2016_01,"CORTICOSTEROIDS, PLAIN & COMBO",0.15790733684555408
2016_01,"COUGH COLD, INCL FLU ANTIVIRALS",0.08993509944548206
2016_01,DERMATOLOGICS,0.1447939616923458
2016_01,DIAGNOSTIC EQUIP & ACCESSORIES & ALLERGEN TESTS,0.019457902575046367
2016_01,DIETETICS,0.21076585121841585
2016_01,EAR TREATMENTS&EYE-EAR COMBOS,0.09009423121121583
2016_01,ERECTILE DYSFUNCTION,0.22452976411105838
2016_01,ERYTHROPOIETINS,0.0786673479515134
2016_01,GENITO-URINARY ANTIBACTERIALS & ANTISEPTICS & ANTI,0.19030791745013323
2016_01,GI PRODUCTS,0.22918428814627134
2016_01,GROWTH HORMONES,0.13359971141595808
2016_01,HEMATOPOIETIC GROWTH FACTORS,0.0913112389974062
2016_01,HIV ANTIVIRALS,0.11401949622574517
2016_01,"HORMONAL CONTRACEPTION, SYSTEMIC&TOPICAL",0.14427010416296634
2016_01,HYPOTHALAMIC HORMONES,0.0754936251875095
2016_01,IMMUNOLOGY,0.21814209276958774
2016_01,IMMUNOSUPPRESSANTS,0.12383211676712522
2016_01,"INTERFERONS, EXCL MS MARKET",0.12359641451603805
2016_01,J07D6 TUBERCULOSIS VACCINES,0.0
2016_01,LABOUR INDUCERS,0.3999999999999999
2016_01,LIPID REGULATORS,0.2030419475789124
2016_01,MENTAL HEALTH,0.10037210835624123
2016_01,MIOTICS+ANTIGLAUCOMA PREPS,0.2350151836438151
2016_01,MULTIPLE SCLEROSIS,0.10735049125826818
2016_01,"NASAL PREPS, TOPICAL",0.1908423114267741
2016_01,NERVOUS SYSTEM DISORDERS,0.17125243148538077
2016_01,OCULAR ANTINEOVASCULARISATION,0.0
2016_01,ONCOLOGICS,0.07760849638120045
2016_01,"OPHTHALMOLOGY, GENERAL",0.06628093986475851
2016_01,OSTEOPOROSIS,0.31270393319449485
2016_01,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,0.042955260063776826
2016_01,OTHER CARDIOVASCULARS,0.1662845094502389
2016_01,OTHER CNS,0.10597729715960129
2016_01,OTHER HAEMATOLOGICALS,0.08890483063325791
2016_01,OTHER HORMONES,0.32559721834421185
2016_01,PAIN,0.14316052231425477
2016_01,RESPIRATORY AGENTS,0.0796132497885353
2016_01,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",0.11700054404485348
2016_01,SYST ANTIFUNGALS,0.06296377070157622
2016_01,THROMBOPOIETIN AGONISTS,0.12487931674712227
2016_01,THYROID ANTI-THYROID AND IODINE PREPS,0.18252642428155744
2016_01,URINARY INCONTINENCE,0.16554898851998037
2016_01,"VACCINES (PURE, COMB, OTHER)",0.05961911890295043
2016_01,VIRAL HEPATITIS,0.005266989940563979
2016_01,VITAMINS & MINERALS,0.0
2016_02,A.C.T.H.,0.05499070055796662
2016_02,ADHD,0.15162583476674552
2016_02,ALL OTHER THERAPEUTICS,0.16206870398936052
2016_02,ALL OTHER UROLOGICAL,0.11850635685144213
2016_02,"ALLERGY, SYSTEMIC & NASAL",0.036383354905187466
2016_02,ANTI-ALZHEIMERS,0.20890907332578493
2016_02,"ANTI-ANAEMICS, IRON AND ALL COMBINATIONS",0.010398752991234798
2016_02,ANTI-INFLAMMATORY AND DIGESTIVE ENZYMES AND MODULA,0.04134494047473303
2016_02,"ANTI-PARASITICS, ANTIMALARIALS, INSECTICIDES",0.49169480622659545
2016_02,ANTI-ULCERANTS,0.2375770195334989
2016_02,ANTIBACTERIALS,0.17627670095213138
2016_02,ANTICOAGULANTS,0.07775671098066143
2016_02,ANTIDIABETICS,0.10644131053803706
2016_02,ANTIGOUT PREPS,0.15393488865350435
2016_02,"ANTIHYPERTENSIVES, PLAIN & COMBO",0.17566370536944445
2016_02,ANTITUBERCULARS,0.11926262867997017
2016_02,"ANTIVIRALS, HERPES",0.23801849501295555
2016_02,BLOOD COAGULATION,0.45267580476738123
2016_02,BPH (BENIGN PROSTATIC HYPERTROPHY),0.09966053236296146
2016_02,"CANCER DETOX AG, ANTI-NAUSEANTS",0.1838003422467164
2016_02,"CORTICOSTEROIDS, PLAIN & COMBO",0.15518531704777447
2016_02,"COUGH COLD, INCL FLU ANTIVIRALS",0.08995065928829785
2016_02,DERMATOLOGICS,0.14273032840822236
2016_02,DIAGNOSTIC EQUIP & ACCESSORIES & ALLERGEN TESTS,0.1020602399768459
2016_02,DIETETICS,0.21076585121841585
2016_02,EAR TREATMENTS&EYE-EAR COMBOS,0.09009423121121583
2016_02,ERECTILE DYSFUNCTION,0.22454296657651274
2016_02,ERYTHROPOIETINS,0.04964148647852358
2016_02,GENITO-URINARY ANTIBACTERIALS & ANTISEPTICS & ANTI,0.19108655905705368
2016_02,GI PRODUCTS,0.16164481617446205
2016_02,GROWTH HORMONES,0.13389258157562406
2016_02,HEMATOPOIETIC GROWTH FACTORS,0.09182792803455098
2016_02,HIV ANTIVIRALS,0.10760521478688893
2016_02,"HORMONAL CONTRACEPTION, SYSTEMIC&TOPICAL",0.13988075028851563
2016_02,HYPOTHALAMIC HORMONES,0.07543482963799428
2016_02,IMMUNOLOGY,0.21727095278522343
2016_02,IMMUNOSUPPRESSANTS,0.12265885937088962
2016_02,"INTERFERONS, EXCL MS MARKET",0.1235958577143909
2016_02,J07D6 TUBERCULOSIS VACCINES,0.0
2016_02,LABOUR INDUCERS,0.3999999999999999
2016_02,LIPID REGULATORS,0.2030339571888057
2016_02,MENTAL HEALTH,0.10061645688436986
2016_02,MIOTICS+ANTIGLAUCOMA PREPS,0.23567181794044506
2016_02,MULTIPLE SCLEROSIS,0.1004135377400226
2016_02,"NASAL PREPS, TOPICAL",0.19097351791739492
2016_02,NERVOUS SYSTEM DISORDERS,0.16411167339939753
2016_02,OCULAR ANTINEOVASCULARISATION,0.0
2016_02,ONCOLOGICS,0.07726109372695875
2016_02,"OPHTHALMOLOGY, GENERAL",0.06640534869751248
2016_02,OSTEOPOROSIS,0.3139596973508144
